Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Squad
2022-08-07,17:45,Coppa Italia,First round,Sun,Home,L,2,3,Ascoli,,,45.0,2018.0,Jesse Joronen,4-3-3,4-3-3,Daniele Paterna,Match Report,,Venezia
2022-08-14,20:45,Serie B,Matchweek 1,Sun,Home,L,1,2,Genoa,1.3,1.8,50.0,5263.0,Pietro Ceccaroni,4-3-3,4-4-2,Massimiliano Irrati,Match Report,,Venezia
2022-08-21,20:45,Serie B,Matchweek 2,Sun,Away,W,2,1,Südtirol,0.8,0.8,63.0,3508.0,Pietro Ceccaroni,4-3-3,4-3-3,Niccolò Baroni,Match Report,,Venezia
2022-08-28,20:45,Serie B,Matchweek 3,Sun,Away,D,1,1,Cittadella,0.7,1.5,56.0,2585.0,Pietro Ceccaroni,4-3-3,4-3-1-2,Antonio Giua,Match Report,,Venezia
2022-09-03,14:00,Serie B,Matchweek 4,Sat,Home,L,0,2,Benevento,0.8,1.1,56.0,2872.0,Pietro Ceccaroni,4-3-3,3-5-2,Federico Dionisi,Match Report,,Venezia
2022-09-11,16:15,Serie B,Matchweek 5,Sun,Away,L,0,2,SPAL,1.9,2.0,53.0,12348.0,Pietro Ceccaroni,4-3-3,4-3-1-2,Gianluca Manganiello,Match Report,,Venezia
2022-09-17,14:00,Serie B,Matchweek 6,Sat,Home,D,1,1,Pisa,1.6,0.4,63.0,2790.0,Marco Modolo,3-5-2,4-3-1-2,Daniele Perenzoni,Match Report,,Venezia
2022-10-01,14:00,Serie B,Matchweek 7,Sat,Away,W,4,1,Cagliari,1.9,0.8,37.0,12421.0,Marco Modolo,3-5-2,4-3-2-1,Francesco Cosso,Match Report,,Venezia
2022-10-08,14:00,Serie B,Matchweek 8,Sat,Home,L,1,2,Bari,0.9,1.9,62.0,6473.0,Marco Modolo,3-5-2,4-3-1-2,Antonio Giua,Match Report,,Venezia
2022-10-14,20:30,Serie B,Matchweek 9,Fri,Home,L,1,3,Frosinone,0.8,1.8,54.0,2526.0,Pietro Ceccaroni,3-4-1-2,4-2-3-1,Daniele Minelli,Match Report,,Venezia
2022-10-22,14:00,Serie B,Matchweek 10,Sat,Away,D,1,1,Brescia,1.4,0.7,57.0,4400.0,Luca Fiordilino,3-5-2,4-3-1-2,Luca Pairetto,Match Report,,Venezia
2022-10-29,14:00,Serie B,Matchweek 11,Sat,Home,L,0,2,Ascoli,0.2,0.9,56.0,3123.0,Luca Fiordilino,3-4-1-2,3-5-2,Marco Piccinini,Match Report,,Venezia
2022-11-06,16:15,Serie B,Matchweek 12,Sun,Away,L,0,1,Como,0.6,1.0,53.0,3942.0,Marco Modolo,3-4-1-2,4-3-1-2,Gianpiero Miele,Match Report,,Venezia
2022-11-12,14:00,Serie B,Matchweek 13,Sat,Home,L,1,2,US Reggina,0.8,1.9,42.0,4013.0,Marco Modolo,3-5-2,4-3-3,Matteo Marcenaro,Match Report,,Venezia
2022-11-27,18:00,Serie B,Matchweek 14,Sun,Away,W,1,0,Palermo,1.7,1.7,53.0,14961.0,Pietro Ceccaroni,3-5-2,3-5-2,Gianluca Manganiello,Match Report,,Venezia
2022-12-03,14:00,Serie B,Matchweek 15,Sat,Home,W,2,1,Ternana,1.7,2.2,45.0,2442.0,Pietro Ceccaroni,3-5-2,4-3-1-2,Giacomo Camplone,Match Report,,Venezia
2022-12-08,15:00,Serie B,Matchweek 16,Thu,Away,D,2,2,Modena,1.6,1.8,64.0,9614.0,Pietro Ceccaroni,3-5-2,4-3-1-2,Daniele Paterna,Match Report,,Venezia
2022-12-11,15:00,Serie B,Matchweek 17,Sun,Home,W,2,0,Cosenza,0.8,0.7,52.0,2566.0,Marco Modolo,3-5-2,4-3-2-1,Manuel Volpi,Match Report,,Venezia
2022-12-19,20:30,Serie B,Matchweek 18,Mon,Away,L,1,2,Perugia,0.7,0.5,69.0,4218.0,Pietro Ceccaroni,3-4-3,3-5-2,Antonio Rapuano,Match Report,,Venezia
2022-12-26,15:00,Serie B,Matchweek 19,Mon,Home,D,2,2,Parma,1.1,2.5,53.0,4671.0,Pietro Ceccaroni,3-5-2,4-5-1,Daniele Minelli,Match Report,,Venezia
2023-01-16,18:45,Serie B,Matchweek 20,Mon,Away,L,0,1,Genoa,0.5,1.3,48.0,21999.0,Pietro Ceccaroni,3-5-2,4-3-3,Gianpiero Miele,Match Report,,Venezia
2023-01-21,14:00,Serie B,Matchweek 21,Sat,Home,L,0,1,Südtirol,0.3,0.5,67.0,7499.0,Pietro Ceccaroni,3-5-2,4-4-1-1,Matteo Gariglio,Match Report,,Venezia
2023-01-28,14:00,Serie B,Matchweek 22,Sat,Home,D,1,1,Cittadella,2.2,1.0,55.0,3308.0,Pietro Ceccaroni,3-5-2,4-3-1-2,Paolo Valeri,Match Report,,Venezia
2023-02-04,14:00,Serie B,Matchweek 23,Sat,Away,W,2,1,Benevento,0.8,1.4,44.0,5045.0,Luca Ceppitelli,3-5-2,3-5-2,Juan Sacchi,Match Report,,Venezia
2023-02-11,14:00,Serie B,Matchweek 24,Sat,Home,W,2,1,SPAL,2.2,0.5,35.0,4300.0,Luca Ceppitelli,3-5-2,3-4-3,Francesco Cosso,Match Report,,Venezia
2023-02-17,20:30,Serie B,Matchweek 25,Fri,Away,D,1,1,Pisa,0.8,2.1,49.0,7341.0,Joel Pohjanpalo,3-5-2,4-3-2-1,Daniele Paterna,Match Report,,Venezia
2023-02-25,14:00,Serie B,Matchweek 26,Sat,Home,D,0,0,Cagliari,0.7,0.8,45.0,12421.0,Joel Pohjanpalo,3-5-2,4-4-2,Luca Zufferli,Match Report,,Venezia
2023-03-01,20:30,Serie B,Matchweek 27,Wed,Away,L,0,1,Bari,0.9,0.9,54.0,20430.0,Luca Ceppitelli,3-5-2,4-3-1-2,Luca Massimi,Match Report,,Venezia
2023-03-05,15:00,Serie B,Matchweek 28,Sun,Away,L,0,3,Frosinone,0.4,3.2,48.0,11909.0,Luca Ceppitelli,3-5-1-1,4-3-3,Maria Sole Ferrieri Caputi,Match Report,,Venezia
2023-03-11,14:00,Serie B,Matchweek 29,Sat,Home,D,1,1,Brescia,1.7,2.0,52.0,5682.0,Luca Ceppitelli,3-4-1-2,4-1-4-1,Massimiliano Irrati,Match Report,,Venezia
2023-03-18,14:00,Serie B,Matchweek 30,Sat,Away,W,1,0,Ascoli,1.6,0.7,46.0,6295.0,Luca Ceppitelli,3-5-2,4-3-1-2,Francesco Fourneau,Match Report,,Venezia
2023-04-01,14:00,Serie B,Matchweek 31,Sat,Home,W,3,2,Como,3.1,1.0,51.0,6592.0,Luca Ceppitelli,3-5-2,3-4-1-2,Marco Serra,Match Report,,Venezia
2023-04-10,15:00,Serie B,Matchweek 32,Mon,Away,L,0,1,US Reggina,0.6,0.8,64.0,8256.0,Luca Ceppitelli,3-5-2,3-1-4-2,Rosario Abisso,Match Report,,Venezia
2023-04-15,14:00,Serie B,Matchweek 33,Sat,Home,W,3,2,Palermo,1.7,2.2,43.0,7000.0,Luca Ceppitelli,3-1-4-2,3-5-2,Matteo Gariglio,Match Report,,Venezia
2023-04-23,16:15,Serie B,Matchweek 34,Sun,Away,W,4,1,Ternana,2.5,1.1,42.0,5804.0,Joel Pohjanpalo,3-5-2,4-3-3,Daniele Perenzoni,Match Report,,Venezia
2023-05-01,18:00,Serie B,Matchweek 35,Mon,Home,W,5,0,Modena,3.7,0.7,52.0,8633.0,Joel Pohjanpalo,3-5-2,4-3-2-1,Daniele Rutella,Match Report,,Venezia
2023-05-06,14:00,Serie B,Matchweek 36,Sat,Away,D,1,1,Cosenza,1.1,2.5,45.0,10941.0,Luca Ceppitelli,3-5-2,3-4-3,Francesco Meraviglia,Match Report,,Venezia
2023-05-13,14:00,Serie B,Matchweek 37,Sat,Home,W,3,2,Perugia,2.2,2.6,57.0,7553.0,Joel Pohjanpalo,3-5-2,3-5-1-1,Lorenzo Maggioni,Match Report,,Venezia
2023-05-19,20:30,Serie B,Matchweek 38,Fri,Away,L,1,2,Parma,0.6,3.1,49.0,11984.0,Luca Ceppitelli,3-5-2,4-2-3-1,Juan Sacchi,Match Report,,Venezia
2023-05-27,20:30,Serie B,Preliminary round,Sat,Away,L,1,2,Cagliari,0.9,1.5,57.0,16054.0,Joel Pohjanpalo,3-5-2,4-2-3-1,Marco Di Bello,Match Report,,Venezia
2021-08-15,20:45,Coppa Italia,First round,Sun,Home,D,1 (8),1 (7),Frosinone,,,60.0,250.0,Pietro Ceccaroni,4-3-3,4-3-3,Alessandro Prontera,Match Report,Venezia won on penalty kicks following extra time,Venezia
2021-08-22,20:45,Serie A,Matchweek 1,Sun,Away,L,0,2,Napoli,0.6,2.2,44.0,20000.0,Cristian Molinaro,4-3-3,4-3-3,Gianluca Aureliano,Match Report,,Venezia
2021-08-27,18:30,Serie A,Matchweek 2,Fri,Away,L,0,3,Udinese,1.2,2.2,55.0,8274.0,Pietro Ceccaroni,4-3-3,3-5-1-1,Livio Marinelli,Match Report,,Venezia
2021-09-11,15:00,Serie A,Matchweek 3,Sat,Away,W,2,1,Empoli,1.7,1.9,32.0,2511.0,Pietro Ceccaroni,4-3-3,4-1-3-2,Antonio Rapuano,Match Report,,Venezia
2021-09-19,15:00,Serie A,Matchweek 4,Sun,Home,L,1,2,Spezia,0.9,0.4,45.0,3688.0,Cristian Molinaro,4-4-2,4-2-3-1,Rosario Abisso,Match Report,,Venezia
2021-09-22,20:45,Serie A,Matchweek 5,Wed,Away,L,0,2,Milan,0.8,1.6,34.0,26185.0,Cristian Molinaro,4-3-3,4-2-3-1,Ivan Pezzuto,Match Report,,Venezia
2021-09-27,20:45,Serie A,Matchweek 6,Mon,Home,D,1,1,Torino,1.5,1.1,44.0,4888.0,Pietro Ceccaroni,4-4-2,3-4-3,Lorenzo Maggioni,Match Report,,Venezia
2021-10-01,20:45,Serie A,Matchweek 7,Fri,Away,D,1,1,Cagliari,0.7,0.5,58.0,8135.0,Pietro Ceccaroni,4-4-2,3-5-2,Manuel Volpi,Match Report,,Venezia
2021-10-18,20:45,Serie A,Matchweek 8,Mon,Home,W,1,0,Fiorentina,1.1,0.4,39.0,8043.0,Pietro Ceccaroni,4-3-2-1,4-3-3,Luca Massimi,Match Report,,Venezia
2021-10-23,18:00,Serie A,Matchweek 9,Sat,Away,L,1,3,Sassuolo,0.6,1.5,37.0,4482.0,Pietro Ceccaroni,4-4-2,4-2-3-1,Antonio Di Martino,Match Report,,Venezia
2021-10-26,18:30,Serie A,Matchweek 10,Tue,Home,L,1,2,Salernitana,0.7,1.3,45.0,5103.0,Cristian Molinaro,4-3-3,4-3-3,Marco Di Bello,Match Report,,Venezia
2021-10-31,15:00,Serie A,Matchweek 11,Sun,Away,D,0,0,Genoa,0.6,0.8,37.0,7920.0,Pietro Ceccaroni,4-3-3,4-3-1-2,Maurizio Mariani,Match Report,,Venezia
2021-11-07,12:30,Serie A,Matchweek 12,Sun,Home,W,3,2,Roma,2.9,3.8,39.0,8263.0,Pietro Ceccaroni,4-3-3,3-4-1-2,Gianluca Aureliano,Match Report,,Venezia
2021-11-21,15:00,Serie A,Matchweek 13,Sun,Away,W,1,0,Bologna,0.7,1.3,33.0,15255.0,Pietro Ceccaroni,4-3-1-2,3-4-3,Daniele Chiffi,Match Report,,Venezia
2021-11-27,20:45,Serie A,Matchweek 14,Sat,Home,L,0,2,Inter,0.2,2.5,44.0,8303.0,Pietro Ceccaroni,4-3-2-1,3-5-2,Livio Marinelli,Match Report,,Venezia
2021-11-30,18:30,Serie A,Matchweek 15,Tue,Away,L,0,4,Atalanta,0.6,2.5,42.0,8667.0,Pietro Ceccaroni,4-3-1-2,3-4-3,Alberto Santoro,Match Report,,Venezia
2021-12-05,15:00,Serie A,Matchweek 16,Sun,Home,L,3,4,Hellas Verona,1.5,2.0,44.0,7608.0,Cristian Molinaro,4-3-3,3-4-1-2,Alessandro Prontera,Match Report,,Venezia
2021-12-11,18:00,Serie A,Matchweek 17,Sat,Home,D,1,1,Juventus,0.4,1.9,40.0,8350.0,Marco Modolo,4-3-1-2,4-2-3-1,Paolo Valeri,Match Report,,Venezia
2021-12-14,15:00,Coppa Italia,Second round,Tue,Home,W,3,1,Ternana,,,56.0,5219.0,Marco Modolo,4-3-2-1,4-2-3-1,Daniele Minelli,Match Report,,Venezia
2021-12-19,18:00,Serie A,Matchweek 18,Sun,Away,D,1,1,Sampdoria,1.0,1.5,51.0,5735.0,Pietro Ceccaroni,4-3-3,4-3-1-2,Rosario Abisso,Match Report,,Venezia
2021-12-22,16:30,Serie A,Matchweek 19,Wed,Home,L,1,3,Lazio,0.8,1.4,47.0,7894.0,Pietro Ceccaroni,4-3-2-1,4-3-3,Fabio Maresca,Match Report,,Venezia
2022-01-09,12:30,Serie A,Matchweek 21,Sun,Home,L,0,3,Milan,0.5,2.9,39.0,5000.0,Pietro Ceccaroni,4-3-2-1,4-2-3-1,Massimiliano Irrati,Match Report,,Venezia
2022-01-12,17:30,Coppa Italia,Round of 16,Wed,Away,L,0,2,Atalanta,,,46.0,2757.0,Cristian Molinaro,3-4-3,3-4-3,Ivan Pezzuto,Match Report,,Venezia
2022-01-16,15:00,Serie A,Matchweek 22,Sun,Home,D,1,1,Empoli,1.3,1.6,50.0,3805.0,Cristian Molinaro,4-3-2-1,4-3-2-1,Piero Giacomelli,Match Report,,Venezia
2022-01-22,18:00,Serie A,Matchweek 23,Sat,Away,L,1,2,Inter,0.2,2.9,30.0,5000.0,Marco Modolo,3-5-2,3-5-2,Matteo Marchetti,Match Report,,Venezia
2022-02-06,15:00,Serie A,Matchweek 24,Sun,Home,L,0,2,Napoli,0.4,1.5,34.0,5554.0,Pietro Ceccaroni,4-3-3,4-2-3-1,Maurizio Mariani,Match Report,,Venezia
2022-02-12,20:45,Serie A,Matchweek 25,Sat,Away,W,2,1,Torino,0.3,0.9,34.0,6681.0,Luca Lezzerini,4-3-1-2,3-4-3,Antonio Giua,Match Report,,Venezia
2022-02-20,15:00,Serie A,Matchweek 26,Sun,Home,D,1,1,Genoa,1.1,1.7,47.0,7566.0,Pietro Ceccaroni,3-4-3,4-3-1-2,Daniele Orsato,Match Report,,Venezia
2022-02-27,15:05,Serie A,Matchweek 27,Sun,Away,L,1,3,Hellas Verona,0.9,2.5,44.0,14298.0,Pietro Ceccaroni,3-4-1-2,3-4-3,Juan Sacchi,Match Report,,Venezia
2022-03-06,15:00,Serie A,Matchweek 28,Sun,Home,L,1,4,Sassuolo,2.8,3.5,45.0,5732.0,Pietro Ceccaroni,4-3-1-2,4-2-3-1,Luca Pairetto,Match Report,,Venezia
2022-03-14,20:45,Serie A,Matchweek 29,Mon,Away,L,0,1,Lazio,0.5,1.4,34.0,18000.0,Marco Modolo,4-3-2-1,4-3-3,Gianluca Manganiello,Match Report,,Venezia
2022-03-20,12:30,Serie A,Matchweek 30,Sun,Home,L,0,2,Sampdoria,1.3,1.4,46.0,7591.0,Pietro Ceccaroni,4-2-3-1,4-3-1-2,Daniele Orsato,Match Report,,Venezia
2022-04-02,15:00,Serie A,Matchweek 31,Sat,Away,L,0,1,Spezia,0.7,1.1,48.0,7993.0,Pietro Ceccaroni,4-3-3,4-3-3,Daniele Doveri,Match Report,,Venezia
2022-04-10,15:00,Serie A,Matchweek 32,Sun,Home,L,1,2,Udinese,1.2,2.1,52.0,10459.0,Marco Modolo,4-3-2-1,3-5-2,Marco Guida,Match Report,,Venezia
2022-04-16,16:30,Serie A,Matchweek 33,Sat,Away,L,0,1,Fiorentina,0.1,3.0,31.0,31627.0,Pietro Ceccaroni,4-3-3,4-3-3,Rosario Abisso,Match Report,,Venezia
2022-04-23,15:00,Serie A,Matchweek 34,Sat,Home,L,1,3,Atalanta,0.9,3.7,40.0,6132.0,Pietro Ceccaroni,4-3-3,3-4-1-2,Francesco Fourneau,Match Report,,Venezia
2022-05-01,12:30,Serie A,Matchweek 35,Sun,Away,L,1,2,Juventus,0.6,1.6,50.0,39203.0,Pietro Ceccaroni,3-4-3,3-5-2,Alessandro Prontera,Match Report,,Venezia
2022-05-05,18:00,Serie A,Matchweek 20,Thu,Away,L,1,2,Salernitana,1.1,2.1,58.0,22200.0,Pietro Ceccaroni,3-4-3,3-5-2,Maurizio Mariani,Match Report,,Venezia
2022-05-08,15:00,Serie A,Matchweek 36,Sun,Home,W,4,3,Bologna,2.8,2.6,40.0,6674.0,Pietro Ceccaroni,3-4-3,3-5-2,Livio Marinelli,Match Report,,Venezia
2022-05-14,20:45,Serie A,Matchweek 37,Sat,Away,D,1,1,Roma,0.3,2.7,31.0,63243.0,Pietro Ceccaroni,5-3-2,3-4-1-2,Simone Sozza,Match Report,,Venezia
2022-05-22,21:00,Serie A,Matchweek 38,Sun,Home,D,0,0,Cagliari,1.0,1.9,44.0,5654.0,Pietro Ceccaroni,3-5-2,3-5-2,Fabio Maresca,Match Report,,Venezia
2020-09-26,16:00,Serie B,Matchweek 1,Sat,Home,W,1,0,Vicenza Virtus,2.0,0.9,50.0,566.0,Marco Modolo,4-3-1-2,4-4-2,Francesco Meraviglia,Match Report,,Venezia
2020-09-30,18:00,Coppa Italia,Second round,Wed,Home,W,2,0,Carrarese,,,,,,,,Riccardo Ros,Match Report,,Venezia
2020-10-03,16:15,Serie B,Matchweek 2,Sat,Home,L,0,2,Frosinone,1.0,0.8,54.0,500.0,Marco Modolo,4-3-3,3-5-2,Alberto Santoro,Match Report,,Venezia
2020-10-17,14:00,Serie B,Matchweek 3,Sat,Away,D,0,0,Cremonese,0.6,0.8,56.0,542.0,Marco Modolo,4-3-1-2,4-3-1-2,Gianluca Aureliano,Match Report,,Venezia
2020-10-20,21:00,Serie B,Matchweek 4,Tue,Home,W,4,0,Pescara,3.6,0.1,45.0,500.0,Marco Modolo,4-3-1-2,4-3-2-1,Lorenzo Maggioni,Match Report,,Venezia
2020-10-28,17:00,Coppa Italia,Third round,Wed,Away,D,3 (1),3 (3),Hellas Verona,,,,,,,,Giacomo Camplone,Match Report,Hellas Verona won on penalty kicks following extra time,Venezia
2020-11-01,14:00,Serie B,Matchweek 6,Sun,Home,W,2,0,Empoli,0.6,1.0,36.0,,Marco Modolo,4-3-3,4-3-1-2,Paolo Valeri,Match Report,,Venezia
2020-11-08,17:00,Serie B,Matchweek 7,Sun,Away,L,1,2,Reggiana,1.6,1.1,44.0,,Marco Modolo,4-3-3,3-4-1-2,Simone Sozza,Match Report,,Venezia
2020-11-14,15:00,Serie B,Matchweek 5,Sat,Away,W,2,0,Virtus Entella,1.4,0.5,53.0,,Marco Modolo,4-2-3-1,3-4-3,Giacomo Camplone,Match Report,,Venezia
2020-11-21,14:00,Serie B,Matchweek 8,Sat,Away,D,2,2,Brescia,1.2,1.4,44.0,,Marco Modolo,4-2-3-1,4-3-1-2,Lorenzo Illuzzi,Match Report,,Venezia
2020-11-28,14:00,Serie B,Matchweek 9,Sat,Home,W,2,1,Ascoli,2.0,0.7,54.0,,Marco Modolo,4-3-3,3-4-1-2,Daniel Amabile,Match Report,,Venezia
2020-12-05,14:00,Serie B,Matchweek 10,Sat,Away,D,2,2,Lecce,0.5,0.8,45.0,,Marco Modolo,4-3-3,4-3-1-2,Eugenio Abbattista,Match Report,,Venezia
2020-12-11,19:00,Serie B,Matchweek 11,Fri,Home,L,0,2,Monza,0.7,1.2,53.0,,Cristian Molinaro,4-3-3,4-3-3,Alessandro Prontera,Match Report,,Venezia
2020-12-14,21:00,Serie B,Matchweek 12,Mon,Away,W,2,1,US Reggina,1.2,0.9,59.0,,Luca Lezzerini,4-3-3,3-4-1-2,Fabio Maresca,Match Report,,Venezia
2020-12-19,18:00,Serie B,Matchweek 13,Sat,Home,D,0,0,SPAL,0.4,0.4,54.0,,Luca Lezzerini,4-3-1-2,3-4-3,Marco Serra,Match Report,,Venezia
2020-12-22,19:00,Serie B,Matchweek 14,Tue,Away,D,0,0,Cosenza,1.3,1.2,56.0,,Cristian Molinaro,4-3-1-2,3-4-1-2,Francesco Meraviglia,Match Report,,Venezia
2020-12-27,15:00,Serie B,Matchweek 15,Sun,Home,L,1,2,Salernitana,1.1,0.9,65.0,,Luca Lezzerini,4-3-1-2,3-5-2,Luca Pairetto,Match Report,,Venezia
2020-12-30,21:00,Serie B,Matchweek 16,Wed,Away,D,1,1,Chievo,1.4,1.2,43.0,,Marco Modolo,4-3-3,4-4-2,Massimiliano Irrati,Match Report,,Venezia
2021-01-04,15:00,Serie B,Matchweek 17,Mon,Home,D,1,1,Pisa,1.8,1.7,62.0,,Luca Lezzerini,4-2-3-1,4-3-1-2,Ivan Robilotta,Match Report,,Venezia
2021-01-16,14:00,Serie B,Matchweek 18,Sat,Away,L,0,2,Pordenone,1.6,1.3,65.0,,Marco Modolo,4-3-1-2,4-3-1-2,Antonio Di Martino,Match Report,,Venezia
2021-01-23,14:00,Serie B,Matchweek 19,Sat,Home,W,1,0,Cittadella,1.2,0.7,34.0,,Marco Modolo,4-3-1-2,4-3-1-2,Riccardo Ros,Match Report,,Venezia
2021-01-29,21:00,Serie B,Matchweek 20,Fri,Away,D,0,0,Vicenza Virtus,0.9,1.0,57.0,,Marco Modolo,4-3-1-2,4-3-1-2,Gianluca Aureliano,Match Report,,Venezia
2021-02-06,14:00,Serie B,Matchweek 21,Sat,Away,W,2,1,Frosinone,0.8,1.3,34.0,,Marco Modolo,4-3-1-2,4-3-2-1,Daniel Amabile,Match Report,,Venezia
2021-02-09,19:00,Serie B,Matchweek 22,Tue,Home,W,3,1,Cremonese,0.8,3.2,44.0,,Marco Modolo,4-2-3-1,4-2-3-1,Francesco Meraviglia,Match Report,,Venezia
2021-02-13,14:00,Serie B,Matchweek 23,Sat,Away,W,2,0,Pescara,0.8,1.4,56.0,,Marco Modolo,4-3-3,3-5-1-1,Lorenzo Illuzzi,Match Report,,Venezia
2021-02-20,14:00,Serie B,Matchweek 24,Sat,Home,W,3,2,Virtus Entella,3.5,0.4,62.0,,Marco Modolo,4-3-1-2,4-3-1-2,Manuel Volpi,Match Report,,Venezia
2021-02-26,21:00,Serie B,Matchweek 25,Fri,Away,D,1,1,Empoli,0.1,2.4,39.0,,Marco Modolo,4-3-1-2,4-3-1-2,Gianluca Aureliano,Match Report,,Venezia
2021-03-01,21:00,Serie B,Matchweek 26,Mon,Home,W,2,1,Reggiana,2.7,0.9,56.0,,Alberto Pomini,4-2-3-1,4-2-3-1,Giacomo Camplone,Match Report,,Venezia
2021-03-06,16:00,Serie B,Matchweek 27,Sat,Home,L,0,1,Brescia,2.0,1.7,52.0,,Marco Modolo,4-3-1-2,4-3-2-1,Daniele Paterna,Match Report,,Venezia
2021-03-13,14:00,Serie B,Matchweek 28,Sat,Away,D,1,1,Ascoli,2.1,2.0,56.0,,Alberto Pomini,4-3-3,4-2-3-1,Marco Serra,Match Report,,Venezia
2021-03-16,17:00,Serie B,Matchweek 29,Tue,Home,L,2,3,Lecce,1.5,1.5,53.0,,Alberto Pomini,4-3-3,4-3-1-2,Giovanni Ayroldi,Match Report,,Venezia
2021-03-20,16:00,Serie B,Matchweek 30,Sat,Away,W,4,1,Monza,2.6,1.1,37.0,,Marco Modolo,4-3-1-2,4-3-3,Manuel Volpi,Match Report,,Venezia
2021-04-02,19:00,Serie B,Matchweek 31,Fri,Home,L,0,2,US Reggina,1.0,0.2,58.0,,Marco Modolo,4-3-2-1,4-2-3-1,Matteo Gariglio,Match Report,,Venezia
2021-04-05,19:00,Serie B,Matchweek 32,Mon,Away,D,1,1,SPAL,0.6,0.6,48.0,,Marco Modolo,4-3-2-1,3-5-2,Gianluca Aureliano,Match Report,,Venezia
2021-04-11,19:00,Serie B,Matchweek 33,Sun,Home,W,3,0,Cosenza,1.5,0.1,56.0,,Luca Fiordilino,4-3-1-2,3-4-1-2,Giacomo Camplone,Match Report,,Venezia
2021-04-17,14:00,Serie B,Matchweek 34,Sat,Away,L,1,2,Salernitana,1.8,2.6,53.0,,Marco Modolo,4-3-3,4-4-1-1,Francesco Fourneau,Match Report,,Venezia
2021-05-01,14:00,Serie B,Matchweek 35,Sat,Home,W,3,1,Chievo,2.8,1.0,45.0,,Marco Modolo,4-3-1-2,4-4-2,Marco Guida,Match Report,,Venezia
2021-05-04,14:00,Serie B,Matchweek 36,Tue,Away,D,2,2,Pisa,2.2,2.4,56.0,,Marco Modolo,4-3-3,4-3-1-2,Daniel Amabile,Match Report,,Venezia
2021-05-07,14:00,Serie B,Matchweek 37,Fri,Home,D,0,0,Pordenone,1.2,0.6,63.0,,Luca Fiordilino,4-3-1-2,4-3-1-2,Marco Piccinini,Match Report,,Venezia
2021-05-10,14:00,Serie B,Matchweek 38,Mon,Away,D,1,1,Cittadella,1.9,0.6,51.0,,Cristian Molinaro,4-4-2,4-3-1-2,Daniele Paterna,Match Report,,Venezia
2021-05-13,21:00,Serie B,Preliminary round,Thu,Home,W,3,2,Chievo,3.1,3.5,51.0,,Mattia Aramu,4-3-1-2,4-4-2,Simone Sozza,Match Report,Required Extra Time,Venezia
2021-05-17,20:45,Serie B,Semi-finals,Mon,Home,W,1,0,Lecce,1.2,0.4,46.0,,Marco Modolo,4-3-3,4-3-1-2,Valerio Marini,Match Report,Leg 1 of 2,Venezia
2021-05-20,18:30,Serie B,Semi-finals,Thu,Away,D,1,1,Lecce,1.1,2.6,38.0,,Cristian Molinaro,4-3-3,4-1-2-1-2,Massimiliano Irrati,Match Report,Leg 2 of 2; Venezia won,Venezia
2021-05-23,21:15,Serie B,Finals,Sun,Away,W,1,0,Cittadella,1.4,1.1,44.0,,Cristian Molinaro,4-3-3,4-3-1-2,Simone Sozza,Match Report,Leg 1 of 2,Venezia
2021-05-27,21:30,Serie B,Finals,Thu,Home,D,1,1,Cittadella,0.5,1.3,32.0,,Marco Modolo,4-3-3,4-3-1-2,Daniele Orsato,Match Report,Leg 2 of 2; Venezia won,Venezia
2019-08-11,19:00,Coppa Italia,Second round,Sun,Home,W,2,1,Catania,,,,1809.0,,,,Piero Giacomelli,Match Report,,Venezia
2019-08-17,18:00,Coppa Italia,Third round,Sat,Away,L,1,3,Parma,,,,3865.0,,,,Paolo Valeri,Match Report,,Venezia
2019-08-24,21:00,Serie B,Matchweek 1,Sat,Home,L,1,2,Cremonese,1.6,1.9,64.0,3241.0,Marco Modolo,4-3-1-2,3-5-2,Federico Dionisi,Match Report,,Venezia
2019-08-31,21:00,Serie B,Matchweek 2,Sat,Away,W,1,0,Trapani,1.5,1.0,51.0,4851.0,Marco Modolo,4-3-1-2,4-3-3,Giacomo Camplone,Match Report,,Venezia
2019-09-14,18:00,Serie B,Matchweek 3,Sat,Home,L,0,2,Chievo,0.2,1.5,39.0,4205.0,Marco Modolo,4-3-1-2,4-3-1-2,Riccardo Ros,Match Report,,Venezia
2019-09-20,21:00,Serie B,Matchweek 4,Fri,Away,D,1,1,Frosinone,0.9,2.2,52.0,10589.0,Marco Modolo,4-3-1-2,4-3-1-2,Giovanni Ayroldi,Match Report,,Venezia
2019-09-24,21:00,Serie B,Matchweek 5,Tue,Away,W,2,0,Virtus Entella,1.0,0.9,44.0,1783.0,Marco Modolo,4-3-3,4-3-1-2,Ivan Robilotta,Match Report,,Venezia
2019-09-28,15:00,Serie B,Matchweek 6,Sat,Home,D,1,1,Pisa,1.9,0.7,62.0,3897.0,Marco Modolo,4-1-2-1-2◆,3-5-2,Antonio Di Martino,Match Report,,Venezia
2019-10-05,15:00,Serie B,Matchweek 7,Sat,Away,D,1,1,Cosenza,1.5,1.2,66.0,5046.0,Marco Modolo,4-3-1-2,3-5-2,Niccolò Baroni,Match Report,,Venezia
