Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Squad
2019-02-09,18:00,Serie A,Matchweek 23,Sat,Away,D,0,0,Fiorentina,2.9,0.7,60.0,29377.0,Lorenzo Insigne,4-4-2,3-4-3,Giampaolo Calvarese,Match Report,,Napoli
2019-02-14,21:00,Europa Lg,Round of 32,Thu,Away,W,3,1,ch Zürich,2.2,2.1,65.0,24000.0,Lorenzo Insigne,4-4-2,4-1-4-1,Danilo Grujić,Match Report,Leg 1 of 2,Napoli
2019-02-17,20:30,Serie A,Matchweek 24,Sun,Home,D,0,0,Torino,2.4,0.5,64.0,21830.0,Lorenzo Insigne,4-4-2,3-5-1-1,Michael Fabbri,Match Report,,Napoli
2019-02-21,18:55,Europa Lg,Round of 32,Thu,Home,W,2,0,ch Zürich,3.3,0.7,64.0,17579.0,Lorenzo Insigne,4-4-2,4-4-2,Tasos Sidiropoulos,Match Report,Leg 2 of 2; Napoli won,Napoli
2019-02-24,18:00,Serie A,Matchweek 25,Sun,Away,W,4,0,Parma,1.1,0.5,66.0,18478.0,José Callejón,4-4-2,4-3-3,Daniele Chiffi,Match Report,,Napoli
2019-03-03,20:30,Serie A,Matchweek 26,Sun,Home,L,1,2,Juventus,2.1,0.3,63.0,42667.0,Lorenzo Insigne,4-4-2,4-4-2,Gianluca Rocchi,Match Report,,Napoli
2019-03-07,21:00,Europa Lg,Round of 16,Thu,Home,W,3,0,at RB Salzburg,2.4,1.6,54.0,32579.0,José Callejón,4-4-2,4-1-2-1-2,Aliaksei Kulbakou,Match Report,Leg 1 of 2,Napoli
2019-03-10,18:00,Serie A,Matchweek 27,Sun,Away,D,1,1,Sassuolo,0.8,1.2,57.0,14969.0,Lorenzo Insigne,4-4-2,3-4-3,Gianluca Manganiello,Match Report,,Napoli
2019-03-14,18:55,Europa Lg,Round of 16,Thu,Away,L,1,3,at RB Salzburg,1.1,2.0,43.0,29520.0,Lorenzo Insigne,4-4-2,4-1-2-1-2,Ricardo de Burgos,Match Report,Leg 2 of 2; Napoli won,Napoli
2019-03-17,18:00,Serie A,Matchweek 28,Sun,Home,W,4,2,Udinese,1.0,0.8,66.0,25718.0,José Callejón,4-4-2,3-5-2,Paolo Valeri,Match Report,,Napoli
2019-03-31,15:00,Serie A,Matchweek 29,Sun,Away,W,4,1,Roma,1.7,2.0,60.0,36525.0,José Callejón,4-4-2,4-3-3,Giampaolo Calvarese,Match Report,,Napoli
2019-04-03,19:00,Serie A,Matchweek 30,Wed,Away,L,1,2,Empoli,0.7,1.2,62.0,10911.0,José Callejón,4-2-3-1,5-3-2,Daniele Doveri,Match Report,,Napoli
2019-04-07,20:30,Serie A,Matchweek 31,Sun,Home,D,1,1,Genoa,1.7,1.1,74.0,22935.0,José Callejón,4-4-2,5-3-2,Fabrizio Pasqua,Match Report,,Napoli
2019-04-11,20:00,Europa Lg,Quarter-finals,Thu,Away,L,0,2,eng Arsenal,0.8,2.0,58.0,59738.0,Lorenzo Insigne,4-4-2,3-4-1-2,Alberto Undiano,Match Report,Leg 1 of 2,Napoli
2019-04-14,18:00,Serie A,Matchweek 32,Sun,Away,W,3,1,Chievo,1.1,0.2,68.0,13500.0,Lorenzo Insigne,4-4-2,4-3-1-2,Federico La Penna,Match Report,,Napoli
2019-04-18,21:00,Europa Lg,Quarter-finals,Thu,Home,L,0,1,eng Arsenal,1.4,0.7,69.0,39438.0,Lorenzo Insigne,4-4-2,3-4-1-2,Ovidiu Hațegan,Match Report,Leg 2 of 2; Arsenal won,Napoli
2019-04-22,19:00,Serie A,Matchweek 33,Mon,Home,L,1,2,Atalanta,1.6,1.4,46.0,19604.0,José Callejón,4-4-2,3-4-3,Daniele Orsato,Match Report,,Napoli
2019-04-28,12:30,Serie A,Matchweek 34,Sun,Away,W,2,0,Frosinone,1.8,1.3,66.0,13600.0,José Callejón,4-4-2,3-5-2,Federico La Penna,Match Report,,Napoli
2019-05-05,20:30,Serie A,Matchweek 35,Sun,Home,W,2,1,Cagliari,1.9,0.3,63.0,16171.0,Lorenzo Insigne,4-4-2,4-3-1-2,Daniele Chiffi,Match Report,,Napoli
2019-05-12,18:00,Serie A,Matchweek 36,Sun,Away,W,2,1,SPAL,1.7,2.1,61.0,14175.0,José Callejón,4-2-3-1,3-5-2,Eugenio Abbattista,Match Report,,Napoli
2019-05-19,20:30,Serie A,Matchweek 37,Sun,Home,W,4,1,Inter,1.2,2.2,43.0,25445.0,José Callejón,4-4-2,4-2-3-1,Daniele Doveri,Match Report,,Napoli
2019-05-25,20:30,Serie A,Matchweek 38,Sat,Away,L,2,3,Bologna,1.9,1.0,67.0,19351.0,Lorenzo Insigne,4-4-2,4-2-3-1,Aleandro Di Paolo,Match Report,,Napoli
2022-08-07,21:15,Coppa Italia,First round,Sun,Home,W,3,2,Frosinone,,,66.0,4432.0,Andrea Barberis,3-5-2,4-2-3-1,Marco Serra,Match Report,,Monza
2022-08-13,20:45,Serie A,Matchweek 1,Sat,Home,L,1,2,Torino,1.4,2.1,54.0,10739.0,Andrea Barberis,3-5-2,3-4-3,Maurizio Mariani,Match Report,,Monza
2022-08-21,18:30,Serie A,Matchweek 2,Sun,Away,L,0,4,Napoli,0.1,2.0,46.0,36559.0,Andrea Barberis,3-5-2,4-3-3,Francesco Fourneau,Match Report,,Monza
2022-08-26,18:30,Serie A,Matchweek 3,Fri,Home,L,1,2,Udinese,1.5,1.7,56.0,9955.0,Carlos Augusto,3-5-2,3-5-2,Marco Di Bello,Match Report,,Monza
2022-08-30,20:45,Serie A,Matchweek 4,Tue,Away,L,0,3,Roma,0.9,1.8,60.0,60669.0,Matteo Pessina,3-5-2,3-4-3,Marco Piccinini,Match Report,,Monza
2022-09-05,18:30,Serie A,Matchweek 5,Mon,Home,L,0,2,Atalanta,0.6,1.9,59.0,11970.0,Matteo Pessina,3-5-2,4-2-3-1,Juan Sacchi,Match Report,,Monza
2022-09-11,15:00,Serie A,Matchweek 6,Sun,Away,D,1,1,Lecce,0.1,0.9,47.0,23391.0,Matteo Pessina,3-5-2,4-3-3,Luca Pairetto,Match Report,,Monza
2022-09-18,15:00,Serie A,Matchweek 7,Sun,Home,W,1,0,Juventus,2.5,0.9,60.0,12878.0,Matteo Pessina,3-4-3,4-3-3,Fabio Maresca,Match Report,,Monza
2022-10-02,15:00,Serie A,Matchweek 8,Sun,Away,W,3,0,Sampdoria,1.4,0.1,50.0,19806.0,Matteo Pessina,3-4-3,4-1-4-1,Giovanni Ayroldi,Match Report,,Monza
2022-10-09,15:00,Serie A,Matchweek 9,Sun,Home,W,2,0,Spezia,0.7,0.5,47.0,12094.0,Matteo Pessina,3-4-3,3-5-2,Daniele Perenzoni,Match Report,,Monza
2022-10-15,15:00,Serie A,Matchweek 10,Sat,Away,L,0,1,Empoli,1.3,1.8,64.0,7258.0,Matteo Pessina,3-4-3,4-3-1-2,Antonio Rapuano,Match Report,,Monza
2022-10-19,21:00,Coppa Italia,Second round,Wed,Away,W,3,2,Udinese,,,49.0,5034.0,Gabriel Paletta,3-4-1-2,3-5-2,Federico Dionisi,Match Report,,Monza
2022-10-22,18:00,Serie A,Matchweek 11,Sat,Away,L,1,4,Milan,1.2,1.1,51.0,72938.0,Matteo Pessina,3-4-3,4-2-3-1,Livio Marinelli,Match Report,,Monza
2022-10-31,20:45,Serie A,Matchweek 12,Mon,Home,L,1,2,Bologna,1.2,1.3,56.0,11388.0,Matteo Pessina,3-4-1-2,3-4-3,Luca Pairetto,Match Report,,Monza
2022-11-06,15:00,Serie A,Matchweek 13,Sun,Home,W,2,0,Hellas Verona,1.3,0.4,74.0,11723.0,Matteo Pessina,3-4-3,3-4-3,Francesco Cosso,Match Report,,Monza
2022-11-10,20:45,Serie A,Matchweek 14,Thu,Away,L,0,1,Lazio,0.5,1.5,53.0,36000.0,Matteo Pessina,3-4-3,4-3-3,Alberto Santoro,Match Report,,Monza
2022-11-13,15:00,Serie A,Matchweek 15,Sun,Home,W,3,0,Salernitana,2.4,0.2,57.0,12372.0,Matteo Pessina,3-4-3,3-5-2,Antonio Giua,Match Report,,Monza
2023-01-04,18:30,Serie A,Matchweek 16,Wed,Away,D,1,1,Fiorentina,1.7,1.6,48.0,31190.0,Matteo Pessina,3-4-3,4-2-3-1,Ermanno Feliciani,Match Report,,Monza
2023-01-07,20:45,Serie A,Matchweek 17,Sat,Home,D,2,2,Inter,1.5,1.7,54.0,13622.0,Matteo Pessina,3-4-3,3-5-2,Juan Sacchi,Match Report,,Monza
2023-01-14,15:00,Serie A,Matchweek 18,Sat,Away,W,3,2,Cremonese,2.2,0.7,50.0,11519.0,Matteo Pessina,3-4-3,3-4-3,Davide Massa,Match Report,,Monza
2023-01-19,21:00,Coppa Italia,Round of 16,Thu,Away,L,1,2,Juventus,,,61.0,25190.0,Matteo Pessina,3-5-1-1,3-5-1-1,Ivan Pezzuto,Match Report,,Monza
2023-01-22,15:00,Serie A,Matchweek 19,Sun,Home,D,1,1,Sassuolo,1.5,1.5,61.0,10200.0,Matteo Pessina,3-4-3,4-2-3-1,Alessandro Prontera,Match Report,,Monza
2023-01-29,15:00,Serie A,Matchweek 20,Sun,Away,W,2,0,Juventus,1.2,1.6,54.0,39393.0,Matteo Pessina,3-4-3,3-5-2,Gianluca Aureliano,Match Report,,Monza
2023-02-06,20:45,Serie A,Matchweek 21,Mon,Home,D,2,2,Sampdoria,2.1,1.2,72.0,11950.0,Matteo Pessina,3-4-3,3-4-3,Daniele Chiffi,Match Report,,Monza
2023-02-12,15:00,Serie A,Matchweek 22,Sun,Away,W,1,0,Bologna,0.6,0.9,37.0,21692.0,Matteo Pessina,3-4-3,4-2-3-1,Luca Zufferli,Match Report,,Monza
2023-02-18,18:00,Serie A,Matchweek 23,Sat,Home,L,0,1,Milan,0.5,2.1,59.0,14012.0,Matteo Pessina,3-4-3,3-4-3,Antonio Rapuano,Match Report,,Monza
2023-02-26,15:00,Serie A,Matchweek 24,Sun,Away,L,0,3,Salernitana,1.4,2.4,62.0,14947.0,Matteo Pessina,3-4-3,3-4-3,Livio Marinelli,Match Report,,Monza
2023-03-04,15:00,Serie A,Matchweek 25,Sat,Home,W,2,1,Empoli,0.7,1.0,43.0,10601.0,Matteo Pessina,3-4-3,4-3-1-2,Ermanno Feliciani,Match Report,,Monza
2023-03-12,15:00,Serie A,Matchweek 26,Sun,Away,D,1,1,Hellas Verona,1.1,0.6,61.0,18061.0,Matteo Pessina,3-4-3,3-4-3,Marco Piccinini,Match Report,,Monza
2023-03-18,15:00,Serie A,Matchweek 27,Sat,Home,D,1,1,Cremonese,2.0,0.7,65.0,12797.0,Matteo Pessina,3-1-4-2,3-5-2,Antonio Giua,Match Report,,Monza
2023-04-02,15:00,Serie A,Matchweek 28,Sun,Home,L,0,2,Lazio,1.3,0.5,56.0,14539.0,Pablo Marí,3-4-3,4-3-3,Matteo Marcenaro,Match Report,,Monza
2023-04-08,12:30,Serie A,Matchweek 29,Sat,Away,D,2,2,Udinese,1.1,1.8,59.0,22658.0,Matteo Pessina,3-4-3,3-5-2,Luca Massimi,Match Report,,Monza
2023-04-15,20:45,Serie A,Matchweek 30,Sat,Away,W,1,0,Inter,0.7,2.1,44.0,74135.0,Matteo Pessina,3-4-3,3-5-2,Luca Pairetto,Match Report,,Monza
2023-04-23,15:00,Serie A,Matchweek 31,Sun,Home,W,3,2,Fiorentina,1.5,1.3,45.0,13118.0,Matteo Pessina,3-4-3,4-2-3-1,Juan Sacchi,Match Report,,Monza
2023-04-28,20:45,Serie A,Matchweek 32,Fri,Away,W,2,0,Spezia,0.9,1.7,54.0,9200.0,Matteo Pessina,3-4-3,4-3-3,Antonio Rapuano,Match Report,,Monza
2023-05-03,21:00,Serie A,Matchweek 33,Wed,Home,D,1,1,Roma,0.9,1.0,58.0,12388.0,Matteo Pessina,3-4-3,3-4-3,Daniele Chiffi,Match Report,,Monza
2023-05-07,15:00,Serie A,Matchweek 34,Sun,Away,D,1,1,Torino,0.9,0.9,47.0,19517.0,Matteo Pessina,3-4-3,3-4-3,Luca Zufferli,Match Report,,Monza
2023-05-14,15:00,Serie A,Matchweek 35,Sun,Home,W,2,0,Napoli,1.3,1.1,45.0,14455.0,Matteo Pessina,3-4-1-2,4-2-3-1,Francesco Cosso,Match Report,,Monza
2023-05-19,20:45,Serie A,Matchweek 36,Fri,Away,W,2,1,Sassuolo,1.6,1.6,56.0,11745.0,Matteo Pessina,3-4-3,4-3-3,Alberto Santoro,Match Report,,Monza
2023-05-28,15:00,Serie A,Matchweek 37,Sun,Home,L,0,1,Lecce,1.1,1.2,73.0,15039.0,Matteo Pessina,3-4-1-2,4-3-3,Daniele Doveri,Match Report,,Monza
2023-06-04,21:00,Serie A,Matchweek 38,Sun,Away,L,2,5,Atalanta,1.2,4.0,61.0,19389.0,Matteo Pessina,3-4-3,3-4-3,Marco Di Bello,Match Report,,Monza
2021-08-14,18:00,Coppa Italia,First round,Sat,Away,L,1,2,Cittadella,,,60.0,530.0,Mario Sampirisi,3-5-2,4-3-1-2,Antonio Di Martino,Match Report,,Monza
2021-08-22,18:00,Serie B,Matchweek 1,Sun,Away,D,0,0,US Reggina,0.4,0.9,56.0,5825.0,Mario Sampirisi,3-5-2,4-4-2,Antonio Giua,Match Report,,Monza
2021-08-29,20:30,Serie B,Matchweek 2,Sun,Home,W,1,0,Cremonese,1.4,0.6,45.0,2501.0,Gabriel Paletta,3-5-2,4-2-3-1,Marco Piccinini,Match Report,,Monza
2021-09-11,14:00,Serie B,Matchweek 3,Sat,Away,D,1,1,SPAL,1.3,1.2,55.0,3726.0,Giulio Donati,3-5-2,4-2-3-1,Luca Massimi,Match Report,,Monza
2021-09-18,14:00,Serie B,Matchweek 4,Sat,Home,D,1,1,Ternana,1.8,0.9,58.0,2332.0,Giulio Donati,3-5-2,3-4-3,Luca Zufferli,Match Report,,Monza
2021-09-21,20:30,Serie B,Matchweek 5,Tue,Away,L,1,2,Pisa,1.1,1.7,60.0,4635.0,Mario Sampirisi,3-5-2,4-3-2-1,Luca Pairetto,Match Report,,Monza
2021-09-25,14:00,Serie B,Matchweek 6,Sat,Home,W,3,1,Pordenone,2.4,1.3,57.0,2011.0,Giulio Donati,3-5-2,4-3-1-2,Niccolò Baroni,Match Report,,Monza
2021-10-01,20:30,Serie B,Matchweek 7,Fri,Away,L,0,3,Lecce,0.3,1.8,58.0,8442.0,Mario Sampirisi,3-5-2,4-3-3,Eugenio Abbattista,Match Report,,Monza
2021-10-17,16:15,Serie B,Matchweek 8,Sun,Away,D,0,0,Parma,0.8,1.3,51.0,7555.0,Giulio Donati,4-3-3,4-3-3,Fabio Maresca,Match Report,,Monza
2021-10-23,14:00,Serie B,Matchweek 9,Sat,Home,W,1,0,Cittadella,0.9,1.1,56.0,2521.0,Gabriel Paletta,4-3-3,4-1-2-1-2,Gianluca Manganiello,Match Report,,Monza
2021-10-27,20:30,Serie B,Matchweek 10,Wed,Away,D,1,1,Vicenza Virtus,1.0,0.7,60.0,4312.0,Gabriel Paletta,3-5-2,3-5-2,Luca Pairetto,Match Report,,Monza
2021-11-01,15:00,Serie B,Matchweek 11,Mon,Home,W,1,0,Alessandria,0.6,0.6,48.0,3145.0,Gabriel Paletta,3-5-2,3-4-3,Matteo Gariglio,Match Report,,Monza
2021-11-07,16:15,Serie B,Matchweek 12,Sun,Away,D,1,1,Crotone,0.8,1.4,49.0,2226.0,Gabriel Paletta,3-5-2,4-2-3-1,Marco Di Bello,Match Report,,Monza
2021-11-21,16:15,Serie B,Matchweek 13,Sun,Home,W,3,2,Como,1.5,1.4,60.0,6525.0,Gabriel Paletta,3-5-2,4-4-2,Marco Serra,Match Report,,Monza
2021-11-27,14:00,Serie B,Matchweek 14,Sat,Away,D,1,1,Ascoli,1.4,2.1,60.0,3948.0,Giulio Donati,3-5-2,4-3-1-2,Antonio Di Martino,Match Report,,Monza
2021-11-30,20:30,Serie B,Matchweek 15,Tue,Home,W,4,1,Cosenza,1.0,0.6,59.0,3450.0,Giulio Donati,3-5-2,3-5-2,Daniele Minelli,Match Report,,Monza
2021-12-05,16:15,Serie B,Matchweek 16,Sun,Away,W,2,0,Brescia,1.8,1.1,57.0,5080.0,Giulio Donati,3-5-2,4-3-3,Luca Pairetto,Match Report,,Monza
2021-12-11,14:00,Serie B,Matchweek 17,Sat,Home,W,3,2,Frosinone,2.1,1.4,57.0,2660.0,Giulio Donati,3-5-2,3-4-3,Ivan Pezzuto,Match Report,,Monza
2022-01-13,20:30,Serie B,Matchweek 18,Thu,Away,L,1,3,Benevento,1.9,2.5,38.0,5502.0,Giulio Donati,3-5-2,4-3-3,Paolo Valeri,Match Report,,Monza
2022-01-16,16:15,Serie B,Matchweek 19,Sun,Home,D,2,2,Perugia,2.7,2.4,57.0,2493.0,Giulio Donati,3-5-2,3-5-2,Eugenio Abbattista,Match Report,,Monza
2022-01-22,14:00,Serie B,Matchweek 20,Sat,Home,W,1,0,US Reggina,1.9,0.1,56.0,3387.0,Mario Sampirisi,3-5-2,4-2-3-1,Giacomo Camplone,Match Report,,Monza
2022-02-06,16:15,Serie B,Matchweek 21,Sun,Away,L,2,3,Cremonese,1.2,1.1,62.0,4062.0,Mario Sampirisi,3-5-2,4-2-3-1,Davide Massa,Match Report,,Monza
2022-02-12,14:00,Serie B,Matchweek 22,Sat,Home,W,4,0,SPAL,2.8,0.1,68.0,3212.0,Mario Sampirisi,3-5-2,4-3-1-2,Gianpiero Miele,Match Report,,Monza
2022-02-15,18:30,Serie B,Matchweek 23,Tue,Away,W,1,0,Ternana,1.9,0.9,50.0,1713.0,Mario Sampirisi,3-5-2,4-3-2-1,Francesco Meraviglia,Match Report,,Monza
2022-02-19,14:00,Serie B,Matchweek 24,Sat,Home,L,1,2,Pisa,0.9,1.2,58.0,4572.0,Giulio Donati,3-5-2,4-3-3,Fabio Maresca,Match Report,,Monza
2022-02-22,18:30,Serie B,Matchweek 25,Tue,Away,W,4,1,Pordenone,2.8,1.3,61.0,618.0,Mario Sampirisi,3-5-2,4-3-1-2,Marco Serra,Match Report,,Monza
2022-02-27,15:30,Serie B,Matchweek 26,Sun,Home,L,0,1,Lecce,1.0,1.2,60.0,6858.0,Gabriel Paletta,3-5-2,4-3-3,Daniele Doveri,Match Report,,Monza
2022-03-02,18:30,Serie B,Matchweek 27,Wed,Home,D,1,1,Parma,1.5,0.2,63.0,3789.0,Giulio Donati,3-5-2,3-4-1-2,Paolo Valeri,Match Report,,Monza
2022-03-05,14:00,Serie B,Matchweek 28,Sat,Away,W,2,1,Cittadella,1.3,1.8,41.0,1657.0,Mario Sampirisi,3-5-2,4-1-2-1-2,Marco Piccinini,Match Report,,Monza
2022-03-12,16:15,Serie B,Matchweek 29,Sat,Home,W,4,0,Vicenza Virtus,3.0,0.2,65.0,3524.0,Mario Sampirisi,3-5-2,4-3-3,Daniele Minelli,Match Report,,Monza
2022-03-15,20:30,Serie B,Matchweek 30,Tue,Away,W,3,0,Alessandria,1.0,0.2,46.0,2050.0,Mario Sampirisi,3-5-2,3-4-3,Giacomo Camplone,Match Report,,Monza
2022-03-19,14:00,Serie B,Matchweek 31,Sat,Home,W,1,0,Crotone,1.0,0.6,60.0,3601.0,Mario Sampirisi,3-5-2,3-4-3,Daniele Paterna,Match Report,,Monza
2022-04-03,15:30,Serie B,Matchweek 32,Sun,Away,L,0,2,Como,1.2,0.6,62.0,4904.0,Mario Sampirisi,3-5-2,3-4-1-2,Alessandro Prontera,Match Report,,Monza
2022-04-06,19:00,Serie B,Matchweek 33,Wed,Home,W,2,0,Ascoli,1.5,1.2,47.0,4633.0,Andrea Barberis,3-5-2,3-5-1-1,Matteo Gariglio,Match Report,,Monza
2022-04-10,15:30,Serie B,Matchweek 34,Sun,Away,W,2,0,Cosenza,2.5,0.6,68.0,2592.0,Mario Sampirisi,3-5-2,4-2-3-1,Fabio Maresca,Match Report,,Monza
2022-04-18,20:30,Serie B,Matchweek 35,Mon,Home,D,1,1,Brescia,1.0,1.8,48.0,7504.0,Giulio Donati,3-5-2,4-3-1-2,Livio Marinelli,Match Report,,Monza
2022-04-25,15:00,Serie B,Matchweek 36,Mon,Away,L,1,4,Frosinone,0.7,1.0,59.0,6631.0,Mario Sampirisi,3-5-2,4-3-3,Daniele Chiffi,Match Report,,Monza
2022-04-30,14:00,Serie B,Matchweek 37,Sat,Home,W,3,0,Benevento,2.5,0.5,54.0,8402.0,Mario Sampirisi,3-5-2,4-3-3,Marco Di Bello,Match Report,,Monza
2022-05-06,20:30,Serie B,Matchweek 38,Fri,Away,L,0,1,Perugia,1.7,1.9,51.0,6828.0,Mario Sampirisi,3-5-2,3-4-3,Michael Fabbri,Match Report,,Monza
2022-05-18,20:00,Serie B,Semi-finals,Wed,Away,W,2,1,Brescia,2.5,1.3,52.0,13600.0,Gabriel Paletta,3-5-2,4-3-1-2,Gianluca Aureliano,Match Report,Leg 1 of 2,Monza
2022-05-22,21:00,Serie B,Semi-finals,Sun,Home,W,2,1,Brescia,1.6,1.0,53.0,8559.0,Andrea Barberis,3-5-2,4-3-1-2,Paolo Valeri,Match Report,Leg 2 of 2; Monza won,Monza
2022-05-26,20:30,Serie B,Finals,Thu,Home,W,2,1,Pisa,1.6,1.6,52.0,9649.0,Andrea Barberis,3-5-2,4-3-1-2,Marco Guida,Match Report,Leg 1 of 2,Monza
2022-05-29,20:30,Serie B,Finals,Sun,Away,W,4,3,Pisa,2.4,1.4,50.0,9500.0,Andrea Barberis,3-5-2,4-3-1-2,Maurizio Mariani,Match Report,Leg 2 of 2; Monza won,Monza
2020-09-25,16:45,Serie B,Matchweek 1,Fri,Home,D,0,0,SPAL,2.2,0.3,59.0,956.0,,4-3-1-2,3-4-3,Daniele Orsato,Match Report,,Monza
2020-09-29,20:45,Coppa Italia,Second round,Tue,Home,W,3,0,US Triestina,,,,,,,,Davide Moriconi,Match Report,,Monza
2020-10-03,16:15,Serie B,Matchweek 2,Sat,Away,D,0,0,Empoli,1.7,0.3,54.0,669.0,Marco Armellino,4-3-1-2,4-1-2-1-2,Antonio Di Martino,Match Report,,Monza
2020-10-20,21:00,Serie B,Matchweek 4,Tue,Away,D,1,1,Pisa,0.5,1.6,50.0,549.0,Franco Lepore,4-3-2-1,4-3-1-2,Marco Piccinini,Match Report,,Monza
2020-10-24,14:00,Serie B,Matchweek 5,Sat,Home,L,1,2,Chievo,1.7,2.2,50.0,670.0,Franco Lepore,4-3-1-2,4-4-2,Rosario Abisso,Match Report,,Monza
2020-10-27,18:00,Coppa Italia,Third round,Tue,Away,D,0 (4),0 (1),Pordenone,,,,,,,,Daniel Amabile,Match Report,Monza won on penalty kicks following extra time,Monza
2020-10-31,14:00,Serie B,Matchweek 6,Sat,Away,W,2,1,Cittadella,2.4,1.2,48.0,,Marco Fossati,4-3-1-2,4-3-1-2,Daniele Paterna,Match Report,,Monza
2020-11-07,14:00,Serie B,Matchweek 7,Sat,Home,W,2,0,Frosinone,1.3,0.5,54.0,,Andrea D'Errico,4-3-1-2,3-5-2,Matteo Marchetti,Match Report,,Monza
2020-11-21,14:00,Serie B,Matchweek 8,Sat,Away,D,1,1,Pordenone,2.0,2.3,68.0,,Andrea D'Errico,4-3-1-2,4-3-1-2,Antonio Di Martino,Match Report,,Monza
2020-11-24,14:30,Coppa Italia,Fourth round,Tue,Away,L,0,2,SPAL,,,,,,,,Marco Piccinini,Match Report,,Monza
2020-11-28,16:00,Serie B,Matchweek 9,Sat,Home,W,1,0,US Reggina,2.6,0.3,55.0,,Andrea D'Errico,4-3-1-2,3-5-2,Ivan Robilotta,Match Report,,Monza
2020-12-02,18:00,Serie B,Matchweek 3,Wed,Home,D,1,1,Vicenza Virtus,1.4,1.1,57.0,,Andrea D'Errico,4-3-1-2,4-4-2,Giacomo Camplone,Match Report,,Monza
2020-12-06,15:00,Serie B,Matchweek 10,Sun,Away,L,0,3,Reggiana,1.7,0.6,59.0,,Giuseppe Bellusci,4-3-1-2,3-4-1-2,Matteo Gariglio,Match Report,,Monza
2020-12-11,19:00,Serie B,Matchweek 11,Fri,Away,W,2,0,Venezia,1.2,0.7,47.0,,Marco Fossati,4-3-3,4-3-3,Alessandro Prontera,Match Report,,Monza
2020-12-15,21:00,Serie B,Matchweek 12,Tue,Home,W,5,0,Virtus Entella,2.5,0.2,57.0,,Marco Fossati,4-3-3,4-3-1-2,Francesco Meraviglia,Match Report,,Monza
2020-12-19,16:00,Serie B,Matchweek 13,Sat,Away,L,2,3,Pescara,1.5,2.8,61.0,,Marco Armellino,4-3-3,3-5-2,Federico Dionisi,Match Report,,Monza
2020-12-22,19:00,Serie B,Matchweek 14,Tue,Home,W,2,0,Ascoli,2.6,0.2,63.0,,Marco Fossati,4-3-3,4-3-3,Antonio Rapuano,Match Report,,Monza
2020-12-27,21:00,Serie B,Matchweek 15,Sun,Away,W,2,0,Cremonese,1.0,1.2,55.0,,Andrea D'Errico,4-3-3,4-3-3,Matteo Marchetti,Match Report,,Monza
2020-12-30,16:00,Serie B,Matchweek 16,Wed,Home,W,3,0,Salernitana,3.7,1.2,68.0,,Giuseppe Bellusci,4-3-3,3-5-2,Juan Sacchi,Match Report,,Monza
2021-01-04,16:00,Serie B,Matchweek 17,Mon,Away,D,0,0,Lecce,0.5,0.7,60.0,,Andrea D'Errico,4-3-3,4-3-1-2,Livio Marinelli,Match Report,,Monza
2021-01-16,14:00,Serie B,Matchweek 18,Sat,Home,D,2,2,Cosenza,1.5,0.5,60.0,,Gabriel Paletta,4-3-3,3-4-3,Gianluca Aureliano,Match Report,,Monza
2021-01-25,21:00,Serie B,Matchweek 19,Mon,Away,W,1,0,Brescia,1.1,0.5,57.0,,Giuseppe Bellusci,4-3-3,3-4-1-2,Luca Massimi,Match Report,,Monza
2021-01-31,16:00,Serie B,Matchweek 20,Sun,Away,D,1,1,SPAL,0.7,1.1,50.0,,Giuseppe Bellusci,4-3-3,3-5-2,Livio Marinelli,Match Report,,Monza
2021-02-06,16:00,Serie B,Matchweek 21,Sat,Home,D,1,1,Empoli,2.3,1.0,61.0,,Giuseppe Bellusci,4-3-3,4-3-1-2,Antonio Giua,Match Report,,Monza
2021-02-09,19:00,Serie B,Matchweek 22,Tue,Away,W,2,1,Vicenza Virtus,1.8,0.6,48.0,,Marco Armellino,4-3-3,4-3-1-2,Antonio Rapuano,Match Report,,Monza
2021-02-12,21:00,Serie B,Matchweek 23,Fri,Home,L,0,2,Pisa,1.6,1.5,60.0,,Giuseppe Bellusci,4-3-3,4-3-1-2,Rosario Abisso,Match Report,,Monza
2021-02-20,16:00,Serie B,Matchweek 24,Sat,Away,W,1,0,Chievo,0.9,0.2,49.0,,Giuseppe Bellusci,4-1-4-1,4-4-2,Juan Sacchi,Match Report,,Monza
2021-02-27,16:00,Serie B,Matchweek 25,Sat,Home,D,0,0,Cittadella,1.3,0.5,49.0,,Giuseppe Bellusci,4-1-4-1,4-3-1-2,Riccardo Ros,Match Report,,Monza
2021-03-02,17:00,Serie B,Matchweek 26,Tue,Away,D,2,2,Frosinone,1.5,1.6,50.0,,Marco Armellino,4-3-3,3-5-2,Antonio Di Martino,Match Report,,Monza
2021-03-06,18:00,Serie B,Matchweek 27,Sat,Home,W,2,0,Pordenone,1.8,0.7,61.0,,Marco Armellino,4-3-3,4-3-1-2,Eugenio Abbattista,Match Report,,Monza
2021-03-13,14:00,Serie B,Matchweek 28,Sat,Away,L,0,1,US Reggina,0.8,1.6,66.0,,Giuseppe Bellusci,4-3-3,4-2-3-1,Davide Ghersini,Match Report,,Monza
