Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Squad
2022-08-07,15:00,Ligue 1,Matchweek 1,Sun,Away,L,2,3,Montpellier,2.0,1.7,46.0,12003.0,Florian Tardieu,5-4-1,4-2-3-1,Pierre Gaillouste,Match Report,,Troyes
2022-08-14,15:00,Ligue 1,Matchweek 2,Sun,Home,L,0,3,Toulouse,1.0,1.5,33.0,6000.0,Florian Tardieu,5-4-1,4-2-3-1,Marc Bollengier,Match Report,,Troyes
2022-08-19,21:00,Ligue 1,Matchweek 3,Fri,Away,L,1,4,Lyon,1.0,2.6,34.0,43000.0,Adil Rami,5-4-1,4-3-3,Eric Wattellier,Match Report,,Troyes
2022-08-28,15:00,Ligue 1,Matchweek 4,Sun,Home,W,3,1,Angers,1.9,0.7,49.0,6673.0,Adil Rami,5-4-1,3-1-4-2,Stéphanie Frappart,Match Report,,Troyes
2022-08-31,19:00,Ligue 1,Matchweek 5,Wed,Away,W,4,2,Monaco,2.2,1.2,48.0,4045.0,Florian Tardieu,5-4-1,3-4-1-2,Ruddy Buquet,Match Report,,Troyes
2022-09-04,17:05,Ligue 1,Matchweek 6,Sun,Home,D,1,1,Rennes,0.9,2.4,29.0,8000.0,Florian Tardieu,5-4-1,4-3-3,Mathieu Vernice,Match Report,,Troyes
2022-09-09,21:00,Ligue 1,Matchweek 7,Fri,Away,L,0,1,Lens,0.7,1.4,37.0,37344.0,Adil Rami,5-4-1,3-4-3,Hakim Ben El Hadj Salem,Match Report,,Troyes
2022-09-18,15:00,Ligue 1,Matchweek 8,Sun,Away,W,3,1,Clermont Foot,1.5,1.0,42.0,10753.0,Gauthier Gallon,5-4-1,3-4-3,Jérôme Brisard,Match Report,,Troyes
2022-10-02,15:00,Ligue 1,Matchweek 9,Sun,Home,D,2,2,Reims,1.6,1.0,68.0,10164.0,Florian Tardieu,5-3-2,3-4-1-2,Benoît Millot,Match Report,,Troyes
2022-10-09,15:00,Ligue 1,Matchweek 10,Sun,Away,L,2,3,Nice,1.5,2.6,39.0,18053.0,Adil Rami,5-4-1,3-4-3,Johan Hamel,Match Report,,Troyes
2022-10-16,15:00,Ligue 1,Matchweek 11,Sun,Home,D,1,1,Ajaccio,0.6,2.4,51.0,7731.0,Adil Rami,3-4-3,4-4-2,Jérôme Brisard,Match Report,,Troyes
2022-10-23,15:00,Ligue 1,Matchweek 12,Sun,Home,D,2,2,Lorient,0.8,1.4,42.0,10000.0,Erik Palmer-Brown,5-4-1,4-2-3-1,Marc Bollengier,Match Report,,Troyes
2022-10-29,17:00,Ligue 1,Matchweek 13,Sat,Away,L,3,4,Paris S-G,2.0,2.9,33.0,47000.0,Gauthier Gallon,5-4-1,4-3-3,Eric Wattellier,Match Report,,Troyes
2022-11-04,21:00,Ligue 1,Matchweek 14,Fri,Home,D,1,1,Auxerre,1.9,1.4,50.0,12689.0,Gauthier Gallon,3-4-1-2,4-4-2,Pierre Gaillouste,Match Report,,Troyes
2022-11-13,15:00,Ligue 1,Matchweek 15,Sun,Away,L,1,2,Brest,1.0,2.4,46.0,10642.0,Yoann Salmier,3-4-3,4-3-3,Ruddy Buquet,Match Report,,Troyes
2022-12-28,15:00,Ligue 1,Matchweek 16,Wed,Home,D,0,0,Nantes,0.2,1.5,56.0,9043.0,Yoann Salmier,4-2-3-1,4-1-4-1,Stéphanie Frappart,Match Report,,Troyes
2023-01-02,15:00,Ligue 1,Matchweek 17,Mon,Away,W,3,2,Strasbourg,1.2,1.1,44.0,25135.0,Yoann Salmier,4-2-3-1,4-3-1-2,Benoît Millot,Match Report,,Troyes
2023-01-08,20:45,Coupe de France,Round of 64,Sun,Away,L,0,2,Lille,,,29.0,13185.0,Adil Rami,4-2-3-1,4-2-3-1,Jérôme Brisard,Match Report,,Troyes
2023-01-11,21:00,Ligue 1,Matchweek 18,Wed,Home,L,0,2,Marseille,0.2,1.9,32.0,14222.0,Yoann Salmier,4-2-3-1,3-4-3,Hakim Ben El Hadj Salem,Match Report,,Troyes
2023-01-15,13:00,Ligue 1,Matchweek 19,Sun,Away,L,1,5,Lille,0.9,3.8,33.0,31254.0,Yoann Salmier,4-2-3-1,4-4-2,Pierre Gaillouste,Match Report,,Troyes
2023-01-28,17:00,Ligue 1,Matchweek 20,Sat,Home,D,1,1,Lens,1.2,2.9,27.0,13500.0,Yoann Salmier,3-4-3,3-4-3,Clément Turpin,Match Report,,Troyes
2023-02-01,19:00,Ligue 1,Matchweek 21,Wed,Away,L,1,4,Toulouse,1.2,2.2,45.0,17725.0,Yoann Salmier,3-5-2,4-3-3,Mathieu Vernice,Match Report,,Troyes
2023-02-04,19:00,Ligue 1,Matchweek 22,Sat,Home,L,1,3,Lyon,1.0,0.8,42.0,10240.0,Yoann Salmier,3-5-2,4-3-1-2,François Letexier,Match Report,,Troyes
2023-02-12,15:00,Ligue 1,Matchweek 23,Sun,Away,L,0,4,Reims,0.9,2.3,47.0,8115.0,Yoann Salmier,3-5-2,4-2-3-1,Jérémie Pignard,Match Report,,Troyes
2023-02-19,15:00,Ligue 1,Matchweek 24,Sun,Home,L,0,1,Montpellier,0.1,1.6,51.0,7745.0,Adil Rami,3-4-3,4-2-3-1,Benoît Bastien,Match Report,,Troyes
2023-02-26,15:00,Ligue 1,Matchweek 25,Sun,Away,L,1,2,Ajaccio,1.5,3.8,48.0,5983.0,Adil Rami,3-4-3,4-4-2,Marc Bollengier,Match Report,,Troyes
2023-03-05,13:00,Ligue 1,Matchweek 26,Sun,Home,D,2,2,Monaco,0.9,3.0,39.0,9160.0,Adil Rami,3-4-3,4-4-2,Stéphanie Frappart,Match Report,,Troyes
2023-03-12,15:00,Ligue 1,Matchweek 27,Sun,Away,L,0,2,Lorient,0.7,1.9,48.0,13889.0,Adil Rami,3-4-3,4-1-4-1,Clément Turpin,Match Report,,Troyes
2023-03-19,15:00,Ligue 1,Matchweek 28,Sun,Home,D,2,2,Brest,1.1,1.3,49.0,9012.0,Adil Rami,3-4-3,4-1-4-1,Florent Batta,Match Report,,Troyes
2023-04-01,17:00,Ligue 1,Matchweek 29,Sat,Away,L,0,1,Auxerre,1.5,1.1,62.0,16512.0,Adil Rami,3-4-3,3-4-3,Jérôme Brisard,Match Report,,Troyes
2023-04-09,15:00,Ligue 1,Matchweek 30,Sun,Home,L,0,2,Clermont Foot,0.4,1.3,43.0,7777.0,Adil Rami,3-4-3,4-2-3-1,Jeremy Stinat,Match Report,,Troyes
2023-04-16,20:45,Ligue 1,Matchweek 31,Sun,Away,L,1,3,Marseille,0.4,3.7,29.0,63486.0,Adil Rami,3-4-3,3-4-3,Benoît Millot,Match Report,,Troyes
2023-04-23,15:00,Ligue 1,Matchweek 32,Sun,Away,D,2,2,Nantes,1.8,1.7,47.0,34082.0,Adil Rami,3-4-3,4-4-2,Jérémie Pignard,Match Report,,Troyes
2023-04-30,15:00,Ligue 1,Matchweek 33,Sun,Home,L,0,1,Nice,0.7,3.3,36.0,8399.0,Adil Rami,3-4-3,4-3-3,Eric Wattellier,Match Report,,Troyes
2023-05-07,20:45,Ligue 1,Matchweek 34,Sun,Home,L,1,3,Paris S-G,0.7,4.1,40.0,18890.0,Adil Rami,3-4-3,3-5-2,Ruddy Buquet,Match Report,,Troyes
2023-05-14,15:00,Ligue 1,Matchweek 35,Sun,Away,L,0,4,Rennes,0.4,3.9,34.0,27836.0,Adil Rami,3-4-3,4-1-4-1,Stéphanie Frappart,Match Report,,Troyes
2023-05-21,15:00,Ligue 1,Matchweek 36,Sun,Home,D,1,1,Strasbourg,0.6,1.6,45.0,9834.0,Adil Rami,3-4-3,3-4-3,Clément Turpin,Match Report,,Troyes
2023-05-27,21:00,Ligue 1,Matchweek 37,Sat,Away,L,1,2,Angers,0.3,1.2,40.0,7419.0,Xavier Chavalerin,3-4-3,5-3-2,Karim Abed,Match Report,,Troyes
2023-06-03,21:00,Ligue 1,Matchweek 38,Sat,Home,D,1,1,Lille,0.4,1.4,34.0,11006.0,Xavier Chavalerin,3-4-3,4-1-4-1,Jeremy Stinat,Match Report,,Troyes
2021-08-07,21:00,Ligue 1,Matchweek 1,Sat,Home,L,1,2,Paris S-G,0.9,1.2,44.0,15248.0,Jimmy Giraudon,5-4-1,4-4-2,Amaury Delerue,Match Report,,Troyes
2021-08-15,15:00,Ligue 1,Matchweek 2,Sun,Away,L,0,2,Clermont Foot,0.7,1.9,36.0,11005.0,Jimmy Giraudon,5-4-1,4-2-3-1,Romain Lissorgue,Match Report,,Troyes
2021-08-22,15:00,Ligue 1,Matchweek 3,Sun,Away,D,1,1,Strasbourg,1.4,2.2,40.0,22185.0,Jimmy Giraudon,3-4-3,5-3-2,Jérôme Brisard,Match Report,,Troyes
2021-08-29,13:00,Ligue 1,Matchweek 4,Sun,Home,L,1,2,Monaco,0.7,1.9,49.0,9866.0,Jimmy Giraudon,3-4-3,4-2-3-1,Johan Hamel,Match Report,,Troyes
2021-09-12,15:00,Ligue 1,Matchweek 5,Sun,Away,W,2,0,Metz,0.6,0.7,38.0,15269.0,Jimmy Giraudon,5-4-1,3-4-3,Pierre Gaillouste,Match Report,,Troyes
2021-09-19,15:00,Ligue 1,Matchweek 6,Sun,Home,D,1,1,Montpellier,1.1,0.2,42.0,7405.0,Jimmy Giraudon,3-5-1-1,4-2-3-1,Florent Batta,Match Report,,Troyes
2021-09-22,21:00,Ligue 1,Matchweek 7,Wed,Away,L,1,3,Lyon,1.4,1.8,32.0,29714.0,Jimmy Giraudon,3-4-3,4-2-3-1,Stéphanie Frappart,Match Report,,Troyes
2021-09-26,15:00,Ligue 1,Matchweek 8,Sun,Home,D,1,1,Angers,1.0,1.3,37.0,6868.0,Jimmy Giraudon,3-4-3,3-4-1-2,Thomas Léonard,Match Report,,Troyes
2021-10-03,15:00,Ligue 1,Matchweek 9,Sun,Away,L,0,2,Nantes,1.3,1.9,46.0,15150.0,Yoann Salmier,3-4-3,4-4-1-1,Jérôme Brisard,Match Report,,Troyes
2021-10-17,13:00,Ligue 1,Matchweek 10,Sun,Home,W,1,0,Nice,0.9,0.6,39.0,7925.0,Jimmy Giraudon,3-4-3,4-4-2,Johan Hamel,Match Report,,Troyes
2021-10-24,15:00,Ligue 1,Matchweek 11,Sun,Away,W,2,1,Reims,0.9,0.8,45.0,12326.0,Jimmy Giraudon,3-4-3,4-4-2,Pierre Gaillouste,Match Report,,Troyes
2021-10-31,15:00,Ligue 1,Matchweek 12,Sun,Home,D,2,2,Rennes,1.3,1.3,38.0,8550.0,Jimmy Giraudon,5-4-1,4-4-2,Jeremy Stinat,Match Report,,Troyes
2021-11-05,21:00,Ligue 1,Matchweek 13,Fri,Away,L,0,4,Lens,0.5,3.0,40.0,35706.0,Jimmy Giraudon,3-4-3,3-4-3,Thomas Léonard,Match Report,,Troyes
2021-11-21,15:00,Ligue 1,Matchweek 14,Sun,Home,L,0,1,Saint-Étienne,1.1,1.1,47.0,10644.0,Jimmy Giraudon,3-4-1-2,4-4-2,Florent Batta,Match Report,,Troyes
2021-11-28,20:45,Ligue 1,Matchweek 15,Sun,Away,L,0,1,Marseille,0.1,1.6,44.0,,Jimmy Giraudon,5-4-1,4-1-4-1,Jérémie Pignard,Match Report,,Troyes
2021-12-01,19:00,Ligue 1,Matchweek 16,Wed,Home,W,2,0,Lorient,1.0,0.4,56.0,6506.0,Jimmy Giraudon,3-5-1-1,3-5-2,Jeremy Stinat,Match Report,,Troyes
2021-12-04,19:00,Ligue 1,Matchweek 17,Sat,Away,L,1,2,Lille,0.3,1.4,55.0,28286.0,Jimmy Giraudon,3-5-1-1,4-4-2,Benoît Bastien,Match Report,,Troyes
2021-12-12,15:00,Ligue 1,Matchweek 18,Sun,Home,L,1,2,Bordeaux,1.5,1.3,65.0,7950.0,Jimmy Giraudon,3-5-2,4-2-3-1,Romain Lissorgue,Match Report,,Troyes
2021-12-18,13:45,Coupe de France,Round of 64,Sat,Home,D,1 (2),1 (4),Nancy,,,58.0,2916.0,Adil Rami,3-5-1-1,5-3-2,Willy Delajod,Match Report,Nancy won on penalty kicks following extra time,Troyes
2021-12-22,21:00,Ligue 1,Matchweek 19,Wed,Home,D,1,1,Brest,1.2,0.6,66.0,6872.0,Jimmy Giraudon,5-3-2,4-4-2,Johan Hamel,Match Report,,Troyes
2022-01-16,17:05,Ligue 1,Matchweek 21,Sun,Home,L,0,1,Lyon,0.4,2.8,38.0,4224.0,Adil Rami,3-5-1-1,3-4-3,Jérôme Brisard,Match Report,,Troyes
2022-01-19,19:00,Ligue 1,Matchweek 20,Wed,Away,W,1,0,Montpellier,0.8,0.9,48.0,4943.0,Adil Rami,4-4-2,4-2-3-1,Jeremy Stinat,Match Report,,Troyes
2022-01-23,15:00,Ligue 1,Matchweek 22,Sun,Away,L,1,2,Angers,1.7,2.4,56.0,5000.0,Florian Tardieu,4-5-1,3-5-2,Romain Lissorgue,Match Report,,Troyes
2022-02-06,15:00,Ligue 1,Matchweek 23,Sun,Home,D,0,0,Metz,0.6,0.5,47.0,7227.0,Adil Rami,4-4-1-1,5-4-1,Pierre Gaillouste,Match Report,,Troyes
2022-02-13,15:00,Ligue 1,Matchweek 24,Sun,Away,L,1,5,Brest,0.5,2.7,42.0,10600.0,Adil Rami,4-4-2,4-2-3-1,Florent Batta,Match Report,,Troyes
2022-02-20,15:00,Ligue 1,Matchweek 25,Sun,Away,L,1,4,Rennes,0.6,2.8,37.0,22967.0,Adil Rami,5-3-2,4-4-2,Clément Turpin,Match Report,,Troyes
2022-02-27,17:05,Ligue 1,Matchweek 26,Sun,Home,D,1,1,Marseille,1.5,1.2,42.0,16871.0,Adil Rami,3-5-2,4-3-3,François Letexier,Match Report,,Troyes
2022-03-06,15:00,Ligue 1,Matchweek 27,Sun,Away,W,2,0,Bordeaux,2.2,0.7,39.0,20287.0,Gauthier Gallon,3-4-3,3-4-3,Ruddy Buquet,Match Report,,Troyes
2022-03-12,21:00,Ligue 1,Matchweek 28,Sat,Home,W,1,0,Nantes,1.6,0.4,44.0,7400.0,Florian Tardieu,5-4-1,3-4-3,Stéphanie Frappart,Match Report,,Troyes
2022-03-18,21:00,Ligue 1,Matchweek 29,Fri,Away,D,1,1,Saint-Étienne,1.0,1.3,38.0,32193.0,Florian Tardieu,5-4-1,3-4-1-2,Romain Lissorgue,Match Report,,Troyes
2022-04-03,15:00,Ligue 1,Matchweek 30,Sun,Home,W,1,0,Reims,1.1,0.6,58.0,9482.0,Adil Rami,5-4-1,3-4-3,Ruddy Buquet,Match Report,,Troyes
2022-04-10,15:00,Ligue 1,Matchweek 31,Sun,Away,L,1,2,Monaco,1.0,0.4,44.0,4786.0,Florian Tardieu,5-4-1,4-4-2,Mikael Lesage,Match Report,,Troyes
2022-04-17,15:00,Ligue 1,Matchweek 32,Sun,Home,D,1,1,Strasbourg,1.7,1.7,39.0,10000.0,Florian Tardieu,5-4-1,3-5-2,Benoît Millot,Match Report,,Troyes
2022-04-20,19:00,Ligue 1,Matchweek 33,Wed,Home,L,0,1,Clermont Foot,1.1,0.2,50.0,7800.0,Adil Rami,5-4-1,4-3-3,Jérémie Pignard,Match Report,,Troyes
2022-04-24,15:00,Ligue 1,Matchweek 34,Sun,Away,L,0,1,Nice,0.4,2.0,39.0,17065.0,Florian Tardieu,5-4-1,4-4-2,Hakim Ben El Hadj Salem,Match Report,,Troyes
2022-05-01,13:00,Ligue 1,Matchweek 35,Sun,Home,W,3,0,Lille,2.9,0.5,39.0,10497.0,Florian Tardieu,5-4-1,4-4-2,Willy Delajod,Match Report,,Troyes
2022-05-08,20:45,Ligue 1,Matchweek 36,Sun,Away,D,2,2,Paris S-G,1.7,2.4,37.0,45000.0,Florian Tardieu,5-4-1,4-2-3-1,Jérôme Brisard,Match Report,,Troyes
2022-05-14,21:00,Ligue 1,Matchweek 37,Sat,Home,L,1,3,Lens,0.3,0.8,48.0,19000.0,Florian Tardieu,5-4-1,3-4-3,François Letexier,Match Report,,Troyes
2022-05-21,21:00,Ligue 1,Matchweek 38,Sat,Away,D,1,1,Lorient,0.4,1.2,42.0,15131.0,Florian Tardieu,5-4-1,4-3-3,Johan Hamel,Match Report,,Troyes
2020-08-24,20:45,Ligue 2,Matchweek 1,Mon,Home,W,2,0,Le Havre,,,55.0,,Jimmy Giraudon,4-3-3,4-5-1,Antony Gautier,Match Report,,Troyes
2020-08-29,19:00,Ligue 2,Matchweek 2,Sat,Away,L,1,2,Sochaux,,,62.0,,Jimmy Giraudon,4-3-3,4-2-3-1,Mikael Lesage,Match Report,,Troyes
2020-09-12,19:00,Ligue 2,Matchweek 3,Sat,Home,W,2,0,Pau FC,,,65.0,,Jimmy Giraudon,4-3-3,3-5-2,Gaël Angoula,Match Report,,Troyes
2020-09-21,20:45,Ligue 2,Matchweek 4,Mon,Away,L,1,2,Auxerre,,,64.0,,Jimmy Giraudon,4-3-3,4-2-3-1,Olivier Thual,Match Report,,Troyes
2020-09-28,20:45,Ligue 2,Matchweek 5,Mon,Home,W,1,0,Clermont Foot,,,52.0,,Jimmy Giraudon,4-3-3,4-2-3-1,Arnaud Baert,Match Report,,Troyes
2020-10-03,15:00,Ligue 2,Matchweek 6,Sat,Away,D,0,0,Toulouse,,,65.0,,Jimmy Giraudon,4-3-3,3-5-2,Remi Landry,Match Report,,Troyes
2020-10-17,19:00,Ligue 2,Matchweek 7,Sat,Away,W,1,0,Rodez Aveyron,,,74.0,,Jimmy Giraudon,4-3-3,3-5-2,Benjamin Lepaysant,Match Report,,Troyes
2020-10-24,19:00,Ligue 2,Matchweek 8,Sat,Home,D,1,1,Valenciennes,,,53.0,,Jimmy Giraudon,4-3-3,5-3-2,Abdelatif Kherradji,Match Report,,Troyes
2020-10-31,19:00,Ligue 2,Matchweek 9,Sat,Away,W,4,0,Ajaccio,,,62.0,,Jimmy Giraudon,3-3-3-1,4-4-2,Thomas Léonard,Match Report,,Troyes
2020-11-07,19:00,Ligue 2,Matchweek 10,Sat,Home,D,2,2,Chambly Oise,,,69.0,,Jimmy Giraudon,3-1-4-2,5-3-2,Alexandre Perreau Niel,Match Report,,Troyes
2020-11-28,19:00,Ligue 2,Matchweek 12,Sat,Home,W,2,1,Amiens,,,61.0,,Jimmy Giraudon,3-1-4-2,4-1-4-1,Romain Delpech,Match Report,,Troyes
2020-12-01,19:00,Ligue 2,Matchweek 13,Tue,Away,W,2,1,Guingamp,,,58.0,,Jimmy Giraudon,3-1-4-2,4-1-4-1,Sylvain Palhies,Match Report,,Troyes
2020-12-05,15:00,Ligue 2,Matchweek 14,Sat,Home,W,2,1,Paris FC,,,62.0,,Jimmy Giraudon,3-5-1-1,4-3-3,Benjamin Lepaysant,Match Report,,Troyes
2020-12-12,15:00,Ligue 2,Matchweek 15,Sat,Away,D,0,0,Caen,,,71.0,,Jimmy Giraudon,3-5-1-1,4-2-3-1,Bartolomeu Varela,Match Report,,Troyes
2020-12-15,20:00,Ligue 2,Matchweek 11,Tue,Away,W,3,2,Nancy,,,69.0,,Jimmy Giraudon,3-5-1-1,4-2-3-1,Remi Landry,Match Report,,Troyes
2020-12-18,20:00,Ligue 2,Matchweek 16,Fri,Home,W,1,0,Niort,,,69.0,,Jimmy Giraudon,3-5-1-1,4-3-3,Aurélien Petit,Match Report,,Troyes
2020-12-22,20:00,Ligue 2,Matchweek 17,Tue,Away,L,0,2,Grenoble,,,63.0,,Jimmy Giraudon,3-5-1-1,4-3-3,Pierre Gaillouste,Match Report,,Troyes
2021-01-05,20:00,Ligue 2,Matchweek 18,Tue,Home,W,2,0,Châteauroux,,,70.0,,Jimmy Giraudon,3-5-1-1,4-2-3-1,Guillaume Paradis,Match Report,,Troyes
2021-01-08,20:00,Ligue 2,Matchweek 19,Fri,Away,D,0,0,Dunkerque,,,75.0,,Jimmy Giraudon,3-5-1-1,5-3-2,Alexandre Perreau Niel,Match Report,,Troyes
2021-01-16,15:00,Ligue 2,Matchweek 20,Sat,Home,W,2,1,Sochaux,,,60.0,,Jimmy Giraudon,3-5-1-1,4-2-3-1,Remi Landry,Match Report,,Troyes
2021-01-19,21:00,Coupe de France,Eighth round,Tue,Away,L,0,1,Auxerre,,,,,Sebastien Renot,,,Romain Delpech,Match Report,,Troyes
2021-01-23,19:00,Ligue 2,Matchweek 21,Sat,Away,W,1,0,Pau FC,,,67.0,,Jimmy Giraudon,3-5-1-1,4-2-3-1,Nicolas Rainville,Match Report,,Troyes
2021-01-30,15:00,Ligue 2,Matchweek 22,Sat,Home,W,3,1,Auxerre,,,58.0,,Jimmy Giraudon,3-5-1-1,4-3-3,Benoît Bastien,Match Report,,Troyes
2021-02-02,20:00,Ligue 2,Matchweek 23,Tue,Away,L,1,2,Clermont Foot,,,69.0,,Jimmy Giraudon,3-5-1-1,4-2-3-1,Amaury Delerue,Match Report,,Troyes
2021-02-06,15:00,Ligue 2,Matchweek 24,Sat,Home,D,1,1,Toulouse,,,70.0,,Jimmy Giraudon,3-5-1-1,5-3-2,Benoît Millot,Match Report,,Troyes
2021-02-13,19:00,Ligue 2,Matchweek 25,Sat,Home,W,2,1,Rodez Aveyron,,,65.0,,Jimmy Giraudon,3-5-1-1,3-1-4-2,Mehdi Mokhtari,Match Report,,Troyes
2021-02-20,15:00,Ligue 2,Matchweek 26,Sat,Away,D,2,2,Valenciennes,,,59.0,,Yoann Touzghar,3-4-3◆,4-3-3,Romain Lissorgue,Match Report,,Troyes
2021-02-27,15:00,Ligue 2,Matchweek 27,Sat,Home,W,1,0,Ajaccio,,,63.0,,Jimmy Giraudon,3-5-1-1,4-2-3-1,Guillaume Paradis,Match Report,,Troyes
2021-03-02,20:00,Ligue 2,Matchweek 28,Tue,Away,W,3,0,Chambly Oise,,,71.0,,Jimmy Giraudon,3-5-1-1,4-3-2-1,Sylvain Palhies,Match Report,,Troyes
2021-03-13,20:00,Ligue 2,Matchweek 29,Sat,Home,L,1,5,Nancy,,,77.0,,Jimmy Giraudon,,5-3-2,Alexandre Perreau Niel,Match Report,,Troyes
2021-03-20,15:00,Ligue 2,Matchweek 30,Sat,Away,L,1,3,Amiens,,,63.0,,Jimmy Giraudon,3-5-1-1,3-4-3,Benjamin Lepaysant,Match Report,,Troyes
2021-04-03,20:00,Ligue 2,Matchweek 31,Sat,Home,W,1,0,Guingamp,,,70.0,,Yoann Touzghar,3-5-1-1,4-1-4-1,Olivier Thual,Match Report,,Troyes
2021-04-10,15:00,Ligue 2,Matchweek 32,Sat,Away,D,1,1,Paris FC,,,57.0,,Yoann Touzghar,3-5-1-1,4-2-3-1,Bartolomeu Varela,Match Report,,Troyes
2021-04-17,15:00,Ligue 2,Matchweek 33,Sat,Home,W,1,0,Caen,,,55.0,,Yoann Touzghar,3-5-1-1,4-3-3,Pierre Gaillouste,Match Report,,Troyes
2021-04-20,20:00,Ligue 2,Matchweek 34,Tue,Away,W,3,0,Niort,,,63.0,,Jimmy Giraudon,3-5-1-1,4-3-3,Alexandre Perreau Niel,Match Report,,Troyes
2021-04-24,15:00,Ligue 2,Matchweek 35,Sat,Home,W,3,1,Grenoble,,,51.0,,Jimmy Giraudon,3-1-4-2,4-2-3-1,Romain Lissorgue,Match Report,,Troyes
2021-05-01,20:00,Ligue 2,Matchweek 36,Sat,Away,W,2,1,Châteauroux,,,45.0,,Jimmy Giraudon,3-5-1-1,4-2-3-1,Mehdi Mokhtari,Match Report,,Troyes
2021-05-08,20:00,Ligue 2,Matchweek 37,Sat,Home,W,2,0,Dunkerque,,,64.0,,Yoann Touzghar,3-5-1-1,5-4-1,Nicolas Rainville,Match Report,,Troyes
2021-05-15,20:00,Ligue 2,Matchweek 38,Sat,Away,L,2,3,Le Havre,,,71.0,,Jimmy Giraudon,3-5-2,4-2-3-1,Romain Lissorgue,Match Report,,Troyes
2019-07-26,20:00,Ligue 2,Matchweek 1,Fri,Away,W,2.0,0.0,Niort,,,61.0,2959.0,Jimmy Giraudon,4-1-4-1,4-3-3,Pierre Gaillouste,Match Report,,Troyes
2019-08-02,20:00,Ligue 2,Matchweek 2,Fri,Home,L,1.0,2.0,Clermont Foot,,,52.0,5628.0,Jimmy Giraudon,4-2-3-1,4-2-3-1,Benjamin Lepaysant,Match Report,,Troyes
2019-08-09,20:00,Ligue 2,Matchweek 3,Fri,Home,L,1.0,2.0,Le Havre,,,67.0,5302.0,Jimmy Giraudon,4-3-3,4-4-2,Mehdi Mokhtari,Match Report,,Troyes
2019-08-13,21:05,Coupe de la Ligue,First round,Tue,Home,L,1.0,2.0,Lens,,,39.0,3160.0,Jimmy Giraudon,3-4-1-2,4-4-1-1,Bartolomeu Varela,Match Report,,Troyes
2019-08-16,20:00,Ligue 2,Matchweek 4,Fri,Away,D,1.0,1.0,Grenoble,,,44.0,4722.0,Jimmy Giraudon,4-1-4-1,4-3-3,Nicolas Rainville,Match Report,,Troyes
2019-08-24,15:00,Ligue 2,Matchweek 5,Sat,Home,W,2.0,0.0,Lens,,,47.0,6492.0,Jimmy Giraudon,3-5-2,4-2-3-1,Thomas Léonard,Match Report,,Troyes
2019-08-30,20:00,Ligue 2,Matchweek 6,Fri,Away,W,1.0,0.0,Châteauroux,,,44.0,2680.0,Jimmy Giraudon,3-5-2,4-2-3-1,Cédric Dos Santos,Match Report,,Troyes
2019-09-13,20:00,Ligue 2,Matchweek 7,Fri,Home,W,2.0,1.0,Caen,,,57.0,5465.0,Yoann Touzghar,4-2-3-1,5-3-2,Bartolomeu Varela,Match Report,,Troyes
2019-09-20,20:00,Ligue 2,Matchweek 8,Fri,Away,W,2.0,1.0,Auxerre,,,57.0,10054.0,Jimmy Giraudon,3-4-3,4-4-2,Stéphanie Frappart,Match Report,,Troyes
2019-09-27,20:00,Ligue 2,Matchweek 9,Fri,Home,L,1.0,2.0,Orléans,,,65.0,5363.0,Jimmy Giraudon,5-3-2,4-5-1,Jeremy Stinat,Match Report,,Troyes
2019-10-04,20:00,Ligue 2,Matchweek 10,Fri,Away,L,0.0,1.0,Paris FC,,,60.0,1565.0,Jimmy Giraudon,4-4-2◆,4-2-3-1,Remi Landry,Match Report,,Troyes
2019-10-18,20:00,Ligue 2,Matchweek 11,Fri,Home,W,2.0,1.0,Le Mans,,,51.0,8224.0,Jimmy Giraudon,5-3-2,4-4-2,Cédric Dos Santos,Match Report,,Troyes
2019-10-26,15:00,Ligue 2,Matchweek 12,Sat,Away,W,1.0,0.0,Lorient,,,39.0,11615.0,Jimmy Giraudon,5-4-1,4-2-2-2,Arnaud Baert,Match Report,,Troyes
2019-11-01,20:00,Ligue 2,Matchweek 13,Fri,Home,W,1.0,0.0,Valenciennes,,,49.0,5967.0,Jimmy Giraudon,5-3-2,5-3-2,Alexandre Perreau Niel,Match Report,,Troyes
2019-11-08,20:00,Ligue 2,Matchweek 14,Fri,Away,D,0.0,0.0,Nancy,,,52.0,10290.0,Jimmy Giraudon,4-1-4-1,5-3-2,Remi Landry,Match Report,,Troyes
2019-11-15,20:00,Coupe de France,Seventh round,Fri,Away,L,0.0,1.0,Bourg Péronnas,,,,951.0,Stéphane Darbion,,,Mehdi Mokhtari,Match Report,,Troyes
2019-11-22,20:00,Ligue 2,Matchweek 15,Fri,Home,L,0.0,4.0,Chambly Oise,,,63.0,5198.0,Jimmy Giraudon,4-1-4-1,5-3-2,Gaël Angoula,Match Report,,Troyes
2019-11-30,14:30,Ligue 2,Matchweek 16,Sat,Away,W,1.0,0.0,Sochaux,,,32.0,8196.0,Jimmy Giraudon,5-3-2,4-2-3-1,Olivier Thual,Match Report,,Troyes
2019-12-03,21:05,Ligue 2,Matchweek 17,Tue,Home,W,1.0,0.0,Rodez Aveyron,,,58.0,5418.0,Jimmy Giraudon,5-3-2,5-3-2,Bartolomeu Varela,Match Report,,Troyes
