Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Squad
2020-12-06,15:30,Bundesliga,Matchweek 10,Sun,Away,W,2,1,Werder Bremen,2.2,0.7,46.0,,Gonzalo Castro,3-1-4-2,4-2-3-1,Frank Willenborg,Match Report,,Stuttgart
2020-12-12,15:30,Bundesliga,Matchweek 11,Sat,Away,W,5,1,Dortmund,3.1,0.9,29.0,,Marc-Oliver Kempf,3-1-4-2,3-4-3,Christian Dingert,Match Report,,Stuttgart
2020-12-15,20:30,Bundesliga,Matchweek 12,Tue,Home,D,2,2,Union Berlin,2.0,0.7,62.0,,Gonzalo Castro,3-1-4-2,5-3-2,Sascha Stegemann,Match Report,,Stuttgart
2020-12-20,18:00,Bundesliga,Matchweek 13,Sun,Away,L,0,1,Wolfsburg,1.2,1.4,52.0,,Marc-Oliver Kempf,4-2-3-1,4-2-2-2,Florian Badstübner,Match Report,,Stuttgart
2020-12-23,20:45,DFB-Pokal,Second round,Wed,Home,W,1,0,Freiburg,,,54.0,,Gonzalo Castro,3-1-4-2,3-4-3,Felix Brych,Match Report,,Stuttgart
2021-01-02,20:30,Bundesliga,Matchweek 14,Sat,Home,L,0,1,RB Leipzig,0.9,2.8,45.0,,Gonzalo Castro,4-3-3,4-3-3,Christian Dingert,Match Report,,Stuttgart
2021-01-10,15:30,Bundesliga,Matchweek 15,Sun,Away,W,4,1,Augsburg,3.5,1.0,57.0,,Gonzalo Castro,3-4-3,3-4-3,Daniel Schlager,Match Report,,Stuttgart
2021-01-16,18:30,Bundesliga,Matchweek 16,Sat,Home,D,2,2,Gladbach,2.0,1.4,60.0,,Gonzalo Castro,3-5-2,4-2-3-1,Felix Brych,Match Report,,Stuttgart
2021-01-20,20:30,Bundesliga,Matchweek 17,Wed,Away,L,0,3,Arminia,1.4,1.8,65.0,,Marc-Oliver Kempf,3-4-3,4-1-3-2,Robert Hartmann,Match Report,,Stuttgart
2021-01-23,15:30,Bundesliga,Matchweek 18,Sat,Away,L,1,2,Freiburg,3.1,1.3,60.0,,Gonzalo Castro,3-4-3,3-4-3,Tobias Stieler,Match Report,,Stuttgart
2021-01-29,20:30,Bundesliga,Matchweek 19,Fri,Home,W,2,0,Mainz 05,0.9,0.4,52.0,,Gonzalo Castro,3-4-3,3-4-3,Frank Willenborg,Match Report,,Stuttgart
2021-02-03,20:45,DFB-Pokal,Round of 16,Wed,Home,L,1,2,Gladbach,,,49.0,,Wataru Endo,3-4-3,4-4-2,Daniel Siebert,Match Report,,Stuttgart
2021-02-06,15:30,Bundesliga,Matchweek 20,Sat,Away,L,2,5,Leverkusen,1.7,4.1,45.0,,Wataru Endo,3-4-3,4-3-3,Sven Jablonski,Match Report,,Stuttgart
2021-02-13,15:30,Bundesliga,Matchweek 21,Sat,Home,D,1,1,Hertha BSC,1.0,1.3,51.0,,Wataru Endo,3-4-3,4-3-3,Harm Osmers,Match Report,,Stuttgart
2021-02-20,15:30,Bundesliga,Matchweek 22,Sat,Away,W,1,0,Köln,0.6,0.8,47.0,,Gonzalo Castro,3-4-3,5-3-2,Benjamin Cortus,Match Report,,Stuttgart
2021-02-27,15:30,Bundesliga,Matchweek 23,Sat,Home,W,5,1,Schalke 04,2.2,1.5,49.0,,Gonzalo Castro,3-4-3,4-2-3-1,Guido Winkmann,Match Report,,Stuttgart
2021-03-06,15:30,Bundesliga,Matchweek 24,Sat,Away,D,1,1,Eint Frankfurt,0.5,1.5,42.0,,Marc-Oliver Kempf,3-4-3,3-4-1-2,Robert Schröder,Match Report,,Stuttgart
2021-03-14,18:00,Bundesliga,Matchweek 25,Sun,Home,W,2,0,Hoffenheim,0.9,1.2,43.0,,Gonzalo Castro,3-4-3,3-4-1-2,Christian Dingert,Match Report,,Stuttgart
2021-03-20,15:30,Bundesliga,Matchweek 26,Sat,Away,L,0,4,Bayern Munich,1.1,2.4,57.0,,Gonzalo Castro,3-4-3,4-2-3-1,Daniel Schlager,Match Report,,Stuttgart
2021-04-04,15:30,Bundesliga,Matchweek 27,Sun,Home,W,1,0,Werder Bremen,0.7,0.4,59.0,,Gonzalo Castro,3-4-3,4-2-3-1,Felix Zwayer,Match Report,,Stuttgart
2021-04-10,18:30,Bundesliga,Matchweek 28,Sat,Home,L,2,3,Dortmund,1.7,1.1,49.0,,Marc-Oliver Kempf,3-4-3,4-2-3-1,Robert Schröder,Match Report,,Stuttgart
2021-04-17,15:30,Bundesliga,Matchweek 29,Sat,Away,L,1,2,Union Berlin,1.0,1.4,56.0,,Wataru Endo,3-4-3,3-1-4-2,Benjamin Cortus,Match Report,,Stuttgart
2021-04-21,20:30,Bundesliga,Matchweek 30,Wed,Home,L,1,3,Wolfsburg,1.9,1.5,61.0,,Wataru Endo,3-4-3,4-2-3-1,Felix Brych,Match Report,,Stuttgart
2021-04-25,15:30,Bundesliga,Matchweek 31,Sun,Away,L,0,2,RB Leipzig,0.1,3.6,34.0,,Gonzalo Castro,3-4-3,3-1-4-2,Deniz Aytekin,Match Report,,Stuttgart
2021-05-07,20:30,Bundesliga,Matchweek 32,Fri,Home,W,2,1,Augsburg,1.7,2.2,57.0,,Wataru Endo,3-4-3,4-4-2,Manuel Gräfe,Match Report,,Stuttgart
2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Away,W,2,1,Gladbach,0.6,0.5,50.0,,Wataru Endo,3-4-3,4-2-3-1,Sascha Stegemann,Match Report,,Stuttgart
2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Home,L,0,2,Arminia,1.0,1.7,72.0,,Gonzalo Castro,3-4-3,4-1-4-1,Tobias Stieler,Match Report,,Stuttgart
2019-07-26,20:30,2. Bundesliga,Matchweek 1,Fri,Home,W,2,1,Hannover 96,,,64.0,52021.0,Marc-Oliver Kempf,4-4-2◆,4-3-3,Felix Brych,Match Report,,Stuttgart
2019-08-04,13:30,2. Bundesliga,Matchweek 2,Sun,Away,D,2,2,Heidenheim,,,67.0,15000.0,Marc-Oliver Kempf,4-3-3,4-4-1-1,Benjamin Cortus,Match Report,,Stuttgart
2019-08-12,18:30,DFB-Pokal,First round,Mon,Away,W,1,0,Hansa Rostock,,,66.0,24000.0,Marc-Oliver Kempf,4-3-3,5-4-1,Sven Jablonski,Match Report,,Stuttgart
2019-08-17,13:00,2. Bundesliga,Matchweek 3,Sat,Home,W,2,1,St. Pauli,,,68.0,53315.0,Marc-Oliver Kempf,4-4-2◆,4-2-3-1,Guido Winkmann,Match Report,,Stuttgart
2019-08-23,18:30,2. Bundesliga,Matchweek 4,Fri,Away,D,0,0,Erzgebirge Aue,,,74.0,13950.0,Daniel Didavi,4-3-1-2,5-4-1,Felix Zwayer,Match Report,,Stuttgart
2019-09-02,20:30,2. Bundesliga,Matchweek 5,Mon,Home,W,2,1,Bochum,,,66.0,48624.0,Daniel Didavi,4-4-2◆,4-2-3-1,Manuel Gräfe,Match Report,,Stuttgart
2019-09-14,13:00,2. Bundesliga,Matchweek 6,Sat,Away,W,3,2,Jahn R'burg,,,70.0,15200.0,Marc-Oliver Kempf,4-4-2◆,4-2-2-2,Tobias Stieler,Match Report,,Stuttgart
2019-09-21,13:00,2. Bundesliga,Matchweek 7,Sat,Home,W,2,0,Greuther Fürth,,,45.0,50543.0,Marc-Oliver Kempf,4-3-1-2,4-2-3-1,Sören Storks,Match Report,,Stuttgart
2019-09-27,18:30,2. Bundesliga,Matchweek 8,Fri,Away,W,1,0,Arminia,,,68.0,26124.0,Marc-Oliver Kempf,4-3-3,4-3-3,Timo Gerach,Match Report,,Stuttgart
2019-10-04,18:30,2. Bundesliga,Matchweek 9,Fri,Home,L,1,2,Wehen,,,85.0,49627.0,Marc-Oliver Kempf,4-4-2◆,5-4-1,Johann Pfeifer,Match Report,,Stuttgart
2019-10-20,13:30,2. Bundesliga,Matchweek 10,Sun,Home,L,0,1,Holstein Kiel,,,62.0,54176.0,Marc-Oliver Kempf,4-1-3-2,4-4-2,Benedikt Kempkes,Match Report,,Stuttgart
2019-10-26,13:00,2. Bundesliga,Matchweek 11,Sat,Away,L,2,6,Hamburger SV,,,64.0,57000.0,Marc-Oliver Kempf,4-4-2◆,4-3-3,Deniz Aytekin,Match Report,,Stuttgart
2019-10-29,18:30,DFB-Pokal,Second round,Tue,Away,W,2,1,Hamburger SV,,,55.0,45503.0,Marc-Oliver Kempf,4-3-3,4-3-3,Bastian Dankert,Match Report,Required Extra Time,Stuttgart
2019-11-03,13:30,2. Bundesliga,Matchweek 12,Sun,Home,W,3,1,Dresden,,,60.0,52129.0,Marc-Oliver Kempf,4-3-3,3-4-3,Aarne Aarnink,Match Report,,Stuttgart
2019-11-09,13:00,2. Bundesliga,Matchweek 13,Sat,Away,L,0,1,Osnabrück,,,73.0,15801.0,Marc-Oliver Kempf,4-3-3,4-1-3-2,Nicolas Winter,Match Report,,Stuttgart
2019-11-24,13:30,2. Bundesliga,Matchweek 14,Sun,Home,W,3,0,Karlsruher,,,64.0,57483.0,Marc-Oliver Kempf,4-3-3,4-1-3-2,Tobias Stieler,Match Report,,Stuttgart
2019-12-01,13:30,2. Bundesliga,Matchweek 15,Sun,Away,L,1,2,Sandhausen,,,74.0,13689.0,Pascal Stenzel,4-3-3,4-4-2,Harm Osmers,Match Report,,Stuttgart
2019-12-09,20:30,2. Bundesliga,Matchweek 16,Mon,Home,W,3,1,Nürnberg,,,74.0,48971.0,Daniel Didavi,4-3-3,4-1-4-1,Robert Schröder,Match Report,,Stuttgart
2019-12-16,20:30,2. Bundesliga,Matchweek 17,Mon,Away,D,1,1,Darmstadt 98,,,67.0,14875.0,Pascal Stenzel,4-3-3,4-2-3-1,Patrick Ittrich,Match Report,,Stuttgart
2019-12-21,13:00,2. Bundesliga,Matchweek 18,Sat,Away,D,2,2,Hannover 96,,,54.0,35200.0,Marc-Oliver Kempf,4-4-2◆,3-5-2,Thorben Siewer,Match Report,,Stuttgart
2020-01-29,18:30,2. Bundesliga,Matchweek 19,Wed,Home,W,3,0,Heidenheim,,,58.0,52585.0,Marc-Oliver Kempf,4-4-1-1,4-1-4-1,Florian Badstübner,Match Report,,Stuttgart
2020-02-01,13:00,2. Bundesliga,Matchweek 20,Sat,Away,D,1,1,St. Pauli,,,61.0,29546.0,Marc-Oliver Kempf,3-5-1-1,4-1-4-1,Felix Brych,Match Report,,Stuttgart
2020-02-05,18:30,DFB-Pokal,Round of 16,Wed,Away,L,1,2,Leverkusen,,,36.0,20320.0,Daniel Didavi,3-4-3,4-2-3-1,Bibiana Steinhaus,Match Report,,Stuttgart
2020-02-08,13:00,2. Bundesliga,Matchweek 21,Sat,Home,W,3,0,Erzgebirge Aue,,,66.0,50846.0,Daniel Didavi,3-4-3,4-1-4-1,René Rohde,Match Report,,Stuttgart
2020-02-17,20:30,2. Bundesliga,Matchweek 22,Mon,Away,W,1,0,Bochum,,,62.0,18090.0,Daniel Didavi,3-4-3,4-2-3-1,Frank Willenborg,Match Report,,Stuttgart
2020-02-22,13:00,2. Bundesliga,Matchweek 23,Sat,Home,W,2,0,Jahn R'burg,,,63.0,46924.0,Daniel Didavi,3-4-3,4-2-2-2,Harm Osmers,Match Report,,Stuttgart
2020-02-29,13:00,2. Bundesliga,Matchweek 24,Sat,Away,L,0,2,Greuther Fürth,,,55.0,13490.0,Daniel Didavi,3-4-3,5-3-2,Thorben Siewer,Match Report,,Stuttgart
2020-03-09,20:30,2. Bundesliga,Matchweek 25,Mon,Home,D,1,1,Arminia,,,53.0,54302.0,Daniel Didavi,4-3-3,4-2-3-1,Bastian Dankert,Match Report,,Stuttgart
2020-05-17,13:30,2. Bundesliga,Matchweek 26,Sun,Away,L,1,2,Wehen,,,68.0,,Marc-Oliver Kempf,4-3-3,3-3-3-1,Sascha Stegemann,Match Report,,Stuttgart
2020-05-24,13:30,2. Bundesliga,Matchweek 27,Sun,Away,L,2,3,Holstein Kiel,,,60.0,,Daniel Didavi,4-2-3-1,4-1-4-1,Robert Schröder,Match Report,,Stuttgart
2020-05-28,20:30,2. Bundesliga,Matchweek 28,Thu,Home,W,3,2,Hamburger SV,,,50.0,,Pascal Stenzel,4-2-3-1,4-1-4-1,Christian Dingert,Match Report,,Stuttgart
2020-05-31,13:30,2. Bundesliga,Matchweek 29,Sun,Away,W,2,0,Dresden,,,60.0,,Marc-Oliver Kempf,4-1-4-1,4-1-4-1,Benjamin Cortus,Match Report,,Stuttgart
2020-06-07,13:30,2. Bundesliga,Matchweek 30,Sun,Home,D,0,0,Osnabrück,,,69.0,,Pascal Stenzel,4-1-4-1,4-4-2,Tobias Welz,Match Report,,Stuttgart
2020-06-14,13:30,2. Bundesliga,Matchweek 31,Sun,Away,L,1,2,Karlsruher,,,63.0,,Pascal Stenzel,4-1-4-1,4-1-4-1,Timo Gerach,Match Report,,Stuttgart
2020-06-17,18:30,2. Bundesliga,Matchweek 32,Wed,Home,W,5,1,Sandhausen,,,62.0,,Marc-Oliver Kempf,3-5-2,3-4-1-2,Patrick Alt,Match Report,,Stuttgart
2020-06-21,15:30,2. Bundesliga,Matchweek 33,Sun,Away,W,6,0,Nürnberg,,,60.0,,Marc-Oliver Kempf,3-4-3,4-2-3-1,Matthias Jöllenbeck,Match Report,,Stuttgart
2020-06-28,15:30,2. Bundesliga,Matchweek 34,Sun,Home,L,1,3,Darmstadt 98,,,61.0,,Pascal Stenzel,3-4-3,5-3-2,Bibiana Steinhaus,Match Report,,Stuttgart
2018-08-18,20:45,DFB-Pokal,First round,Sat,Away,L,0,2,Hansa Rostock,,,72.0,24400.0,Mario Gómez,4-4-2,4-2-3-1,Tobias Stieler,Match Report,,Stuttgart
2018-08-26,15:30,Bundesliga,Matchweek 1,Sun,Away,L,0,1,Mainz 05,0.9,1.2,53.0,28705.0,Christian Gentner,4-4-2,4-2-3-1,Daniel Siebert,Match Report,,Stuttgart
2018-09-01,18:30,Bundesliga,Matchweek 2,Sat,Home,L,0,3,Bayern Munich,0.2,1.4,32.0,58680.0,Christian Gentner,4-1-4-1,4-2-3-1,Harm Osmers,Match Report,,Stuttgart
2018-09-16,18:00,Bundesliga,Matchweek 3,Sun,Away,D,3,3,Freiburg,1.6,1.2,57.0,24000.0,Christian Gentner,4-4-2,4-2-2-2,Deniz Aytekin,Match Report,,Stuttgart
2018-09-21,20:30,Bundesliga,Matchweek 4,Fri,Home,D,0,0,Düsseldorf,1.4,1.1,54.0,54410.0,Christian Gentner,4-4-1-1,4-1-4-1,Robert Hartmann,Match Report,,Stuttgart
2018-09-26,20:30,Bundesliga,Matchweek 5,Wed,Away,L,0,2,RB Leipzig,0.7,2.7,55.0,32187.0,Christian Gentner,4-1-2-1-2◆,4-2-2-2,Robert Schröder,Match Report,,Stuttgart
2018-09-29,15:30,Bundesliga,Matchweek 6,Sat,Home,W,2,1,Werder Bremen,2.5,1.0,38.0,58569.0,Christian Gentner,4-1-2-1-2◆,3-5-2,Tobias Welz,Match Report,,Stuttgart
2018-10-06,15:30,Bundesliga,Matchweek 7,Sat,Away,L,1,3,Hannover 96,0.8,1.7,50.0,40800.0,Christian Gentner,5-3-2,3-4-3,Sascha Stegemann,Match Report,,Stuttgart
2018-10-20,15:30,Bundesliga,Matchweek 8,Sat,Home,L,0,4,Dortmund,1.0,0.9,51.0,59000.0,Christian Gentner,4-3-3,4-2-3-1,Manuel Gräfe,Match Report,,Stuttgart
2018-10-27,18:30,Bundesliga,Matchweek 9,Sat,Away,L,0,4,Hoffenheim,0.3,2.8,26.0,30150.0,Christian Gentner,5-3-2,4-1-3-2,Frank Willenborg,Match Report,,Stuttgart
2018-11-02,20:30,Bundesliga,Matchweek 10,Fri,Home,L,0,3,Eint Frankfurt,1.0,2.7,53.0,58016.0,Christian Gentner,3-4-1-2,3-4-1-2,Sven Jablonski,Match Report,,Stuttgart
2018-11-10,15:30,Bundesliga,Matchweek 11,Sat,Away,W,2,0,Nürnberg,1.5,0.6,50.0,50000.0,Christian Gentner,4-4-1-1,4-3-3,Christian Dingert,Match Report,,Stuttgart
2018-11-23,20:30,Bundesliga,Matchweek 12,Fri,Away,L,0,2,Leverkusen,0.5,2.3,41.0,24632.0,Christian Gentner,4-4-1-1,4-2-3-1,Robert Schröder,Match Report,,Stuttgart
2018-12-01,15:30,Bundesliga,Matchweek 13,Sat,Home,W,1,0,Augsburg,0.9,1.7,37.0,52739.0,Christian Gentner,3-4-3,3-4-3,Harm Osmers,Match Report,,Stuttgart
2018-12-09,18:00,Bundesliga,Matchweek 14,Sun,Away,L,0,3,Gladbach,0.8,2.3,29.0,48590.0,Christian Gentner,3-4-3,4-1-4-1,Deniz Aytekin,Match Report,,Stuttgart
2018-12-15,15:30,Bundesliga,Matchweek 15,Sat,Home,W,2,1,Hertha BSC,1.5,1.4,48.0,47680.0,Christian Gentner,4-1-4-1,4-4-2,Sascha Stegemann,Match Report,,Stuttgart
2018-12-18,20:30,Bundesliga,Matchweek 16,Tue,Away,L,0,2,Wolfsburg,0.5,1.6,43.0,21780.0,Christian Gentner,4-1-4-1,4-3-1-2,Robert Hartmann,Match Report,,Stuttgart
2018-12-22,15:30,Bundesliga,Matchweek 17,Sat,Home,L,1,3,Schalke 04,1.2,2.3,62.0,54022.0,Christian Gentner,4-2-3-1,4-2-3-1,Felix Brych,Match Report,,Stuttgart
2019-01-19,15:30,Bundesliga,Matchweek 18,Sat,Home,L,2,3,Mainz 05,2.8,1.0,61.0,51881.0,Christian Gentner,4-2-3-1,4-3-1-2,Tobias Stieler,Match Report,,Stuttgart
2019-01-27,15:30,Bundesliga,Matchweek 19,Sun,Away,L,1,4,Bayern Munich,0.5,2.9,29.0,75000.0,Christian Gentner,4-4-2,4-2-3-1,Frank Willenborg,Match Report,,Stuttgart
2019-02-03,18:00,Bundesliga,Matchweek 20,Sun,Home,D,2,2,Freiburg,0.9,2.1,69.0,51009.0,Christian Gentner,4-4-2,3-4-3,Deniz Aytekin,Match Report,,Stuttgart
2019-02-10,18:00,Bundesliga,Matchweek 21,Sun,Away,L,0,3,Düsseldorf,1.3,2.0,57.0,40211.0,Christian Gentner,4-4-2,3-5-2,Christian Dingert,Match Report,,Stuttgart
2019-02-16,15:30,Bundesliga,Matchweek 22,Sat,Home,L,1,3,RB Leipzig,1.5,1.5,48.0,46072.0,Mario Gómez,5-4-1,4-2-2-2,Felix Zwayer,Match Report,,Stuttgart
2019-02-22,20:30,Bundesliga,Matchweek 23,Fri,Away,D,1,1,Werder Bremen,0.9,1.1,31.0,41000.0,Mario Gómez,5-4-1,4-3-1-2,Robert Hartmann,Match Report,,Stuttgart
2019-03-03,15:30,Bundesliga,Matchweek 24,Sun,Home,W,5,1,Hannover 96,2.0,0.4,51.0,55781.0,Mario Gómez,5-4-1,3-4-1-2,Bastian Dankert,Match Report,,Stuttgart
2019-03-09,15:30,Bundesliga,Matchweek 25,Sat,Away,L,1,3,Dortmund,0.8,2.4,25.0,81365.0,Andreas Beck,5-3-2,4-1-4-1,Benjamin Cortus,Match Report,,Stuttgart
2019-03-16,15:30,Bundesliga,Matchweek 26,Sat,Home,D,1,1,Hoffenheim,1.2,2.4,40.0,56743.0,Mario Gómez,3-4-3,3-4-1-2,Felix Zwayer,Match Report,,Stuttgart
2019-03-31,18:00,Bundesliga,Matchweek 27,Sun,Away,L,0,3,Eint Frankfurt,0.6,1.7,50.0,51500.0,Christian Gentner,3-5-2,3-4-1-2,Felix Brych,Match Report,,Stuttgart
2019-04-06,15:30,Bundesliga,Matchweek 28,Sat,Home,D,1,1,Nürnberg,1.6,2.0,56.0,58757.0,Mario Gómez,5-3-2,4-1-4-1,Frank Willenborg,Match Report,,Stuttgart
2019-04-13,15:30,Bundesliga,Matchweek 29,Sat,Home,L,0,1,Leverkusen,0.5,2.2,32.0,53657.0,Andreas Beck,3-5-2,4-3-3,Tobias Stieler,Match Report,,Stuttgart
2019-04-20,15:30,Bundesliga,Matchweek 30,Sat,Away,L,0,6,Augsburg,1.4,2.2,48.0,30660.0,Mario Gómez,3-4-3,4-1-4-1,Manuel Gräfe,Match Report,,Stuttgart
2019-04-27,18:30,Bundesliga,Matchweek 31,Sat,Home,W,1,0,Gladbach,1.6,1.6,33.0,56730.0,Gonzalo Castro,4-3-3,3-4-1-2,Bastian Dankert,Match Report,,Stuttgart
2019-05-04,15:30,Bundesliga,Matchweek 32,Sat,Away,L,1,3,Hertha BSC,1.4,2.6,49.0,48668.0,Andreas Beck,4-3-1-2,4-2-3-1,Daniel Schlager,Match Report,,Stuttgart
2019-05-11,15:30,Bundesliga,Matchweek 33,Sat,Home,W,3,0,Wolfsburg,0.9,0.5,41.0,54068.0,Christian Gentner,4-2-3-1,4-3-3,Felix Brych,Match Report,,Stuttgart
2019-05-18,15:30,Bundesliga,Matchweek 34,Sat,Away,D,0,0,Schalke 04,0.8,0.8,60.0,61676.0,Christian Gentner,4-4-1-1,3-1-4-2,Robert Schröder,Match Report,,Stuttgart
2019-05-23,20:30,Rel/Pro Play-offs,German 1/2 Relegation/Promotion Playoffs,Thu,Home,D,2,2,Union Berlin,,,,58619.0,,,,,Match Report,Leg 1 of 2,Stuttgart
2019-05-27,20:30,Rel/Pro Play-offs,German 1/2 Relegation/Promotion Playoffs,Mon,Away,D,0,0,Union Berlin,,,,22012.0,,,,,Match Report,Leg 2 of 2; Union Berlin won,Stuttgart
2022-07-31,13:01,DFB-Pokal,Round of 64,Sun,Away,W,5,0,Bremer SV,,,77.0,10000.0,Maya Yoshida,4-4-2,5-3-2,Patrick Hanslbauer,Match Report,,Schalke-04
2022-08-07,17:30,Bundesliga,Matchweek 1,Sun,Away,L,1,3,Köln,0.2,4.1,25.0,50000.0,Maya Yoshida,4-1-4-1,4-1-3-2,Robert Schröder,Match Report,,Schalke-04
2022-08-13,18:30,Bundesliga,Matchweek 2,Sat,Home,D,2,2,Gladbach,1.4,1.3,33.0,62271.0,Simon Terodde,4-4-2,4-2-3-1,Sven Jablonski,Match Report,,Schalke-04
2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Away,D,0,0,Wolfsburg,1.1,1.3,29.0,26959.0,Danny Latza,4-3-3,4-2-3-1,Felix Zwayer,Match Report,,Schalke-04
2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Home,L,1,6,Union Berlin,1.9,1.1,59.0,62271.0,Simon Terodde,4-2-3-1,3-5-2,Robert Hartmann,Match Report,,Schalke-04
2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Away,D,1,1,Stuttgart,2.3,0.6,57.0,47500.0,Simon Terodde,4-2-3-1,3-5-2,Florian Badstübner,Match Report,,Schalke-04
2022-09-10,18:30,Bundesliga,Matchweek 6,Sat,Home,W,3,1,Bochum,1.5,1.1,45.0,62041.0,Simon Terodde,4-2-3-1,4-2-3-1,Felix Zwayer,Match Report,,Schalke-04
2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Away,L,0,1,Dortmund,0.1,1.8,35.0,81100.0,Simon Terodde,4-2-3-1,4-2-3-1,Felix Brych,Match Report,,Schalke-04
2022-10-02,17:30,Bundesliga,Matchweek 8,Sun,Home,L,2,3,Augsburg,1.8,1.4,56.0,60328.0,Simon Terodde,4-2-2-2,4-2-2-2,Daniel Schlager,Match Report,,Schalke-04
2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Away,L,0,4,Leverkusen,0.4,1.5,40.0,30210.0,Simon Terodde,4-4-2,3-4-3,Tobias Reichel,Match Report,,Schalke-04
2022-10-14,20:30,Bundesliga,Matchweek 10,Fri,Home,L,0,3,Hoffenheim,0.7,3.2,51.0,59811.0,Simon Terodde,4-5-1,3-5-2,Florian Badstübner,Match Report,,Schalke-04
2022-10-18,20:45,DFB-Pokal,Round of 32,Tue,Away,L,1,5,Hoffenheim,,,38.0,15633.0,Danny Latza,3-4-1-2,3-5-2,Matthias Jöllenbeck,Match Report,,Schalke-04
2022-10-23,17:30,Bundesliga,Matchweek 11,Sun,Away,L,1,2,Hertha BSC,0.6,0.8,46.0,60165.0,Simon Terodde,3-4-1-2,4-2-2-2,Martin Petersen,Match Report,,Schalke-04
2022-10-30,17:30,Bundesliga,Matchweek 12,Sun,Home,L,0,2,Freiburg,0.6,2.3,45.0,61115.0,Maya Yoshida,4-2-3-1,4-2-3-1,Christian Dingert,Match Report,,Schalke-04
2022-11-05,18:30,Bundesliga,Matchweek 13,Sat,Away,L,1,2,Werder Bremen,1.4,1.0,55.0,41000.0,Simon Terodde,4-2-3-1,3-5-2,Felix Brych,Match Report,,Schalke-04
2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Home,W,1,0,Mainz 05,1.5,0.8,45.0,58256.0,Simon Terodde,4-2-3-1,3-5-2,Tobias Reichel,Match Report,,Schalke-04
2022-11-12,18:30,Bundesliga,Matchweek 15,Sat,Home,L,0,2,Bayern Munich,0.8,1.9,32.0,62271.0,Simon Terodde,4-2-3-1,4-2-3-1,Felix Zwayer,Match Report,,Schalke-04
2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Away,L,0,3,Eint Frankfurt,1.8,1.2,57.0,50000.0,Danny Latza,4-2-3-1,3-4-3,Marco Fritz,Match Report,,Schalke-04
2023-01-24,18:30,Bundesliga,Matchweek 17,Tue,Home,L,1,6,RB Leipzig,0.7,2.7,43.0,56841.0,Danny Latza,4-1-4-1,4-2-2-2,Benjamin Cortus,Match Report,,Schalke-04
2023-01-29,15:30,Bundesliga,Matchweek 18,Sun,Home,D,0,0,Köln,1.2,0.3,54.0,61571.0,Danny Latza,4-2-3-1,4-1-3-2,Matthias Jöllenbeck,Match Report,,Schalke-04
2023-02-04,18:30,Bundesliga,Matchweek 19,Sat,Away,D,0,0,Gladbach,1.0,1.1,46.0,54042.0,Simon Terodde,4-1-4-1,4-2-3-1,Deniz Aytekin,Match Report,,Schalke-04
2023-02-10,20:30,Bundesliga,Matchweek 20,Fri,Home,D,0,0,Wolfsburg,1.3,1.3,53.0,60836.0,Cédric Brunner,4-2-3-1,4-2-3-1,Benjamin Brand,Match Report,,Schalke-04
2023-02-19,15:30,Bundesliga,Matchweek 21,Sun,Away,D,0,0,Union Berlin,0.4,0.9,46.0,22012.0,Maya Yoshida,4-2-3-1,3-5-2,Tobias Reichel,Match Report,,Schalke-04
2023-02-25,18:30,Bundesliga,Matchweek 22,Sat,Home,W,2,1,Stuttgart,1.5,1.2,35.0,62271.0,Maya Yoshida,4-2-3-1,4-3-3,Deniz Aytekin,Match Report,,Schalke-04
2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Away,W,2,0,Bochum,0.6,1.3,39.0,26000.0,Maya Yoshida,4-3-3,4-3-3,Felix Brych,Match Report,,Schalke-04
2023-03-11,18:30,Bundesliga,Matchweek 24,Sat,Home,D,2,2,Dortmund,1.5,2.0,35.0,61571.0,Maya Yoshida,4-2-3-1,4-3-3,Marco Fritz,Match Report,,Schalke-04
2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Away,D,1,1,Augsburg,1.8,0.3,57.0,30660.0,Maya Yoshida,4-3-3,4-4-2,Daniel Schlager,Match Report,,Schalke-04
2023-04-01,15:30,Bundesliga,Matchweek 26,Sat,Home,L,0,3,Leverkusen,1.1,2.7,48.0,62271.0,Maya Yoshida,4-2-3-1,3-4-3,Deniz Aytekin,Match Report,,Schalke-04
2023-04-09,19:30,Bundesliga,Matchweek 27,Sun,Away,L,0,2,Hoffenheim,0.7,2.2,54.0,30150.0,Maya Yoshida,4-2-3-1,3-5-2,Matthias Jöllenbeck,Match Report,,Schalke-04
2023-04-14,20:30,Bundesliga,Matchweek 28,Fri,Home,W,5,2,Hertha BSC,2.2,1.6,51.0,61981.0,Danny Latza,4-2-3-1,3-5-2,Felix Brych,Match Report,,Schalke-04
