Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Squad
2022-07-30,18:00,DFB-Pokal,Round of 64,Sat,Away,W,1,0,Carl Zeiss Jena,,,71.0,6100.0,Koen Casteels,3-4-3,5-3-2,Florian Heft,Match Report,,Wolfsburg
2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Home,D,2,2,Werder Bremen,1.0,0.8,61.0,28015.0,Maximilian Arnold,4-2-3-1,3-5-2,Sascha Stegemann,Match Report,,Wolfsburg
2022-08-14,17:30,Bundesliga,Matchweek 2,Sun,Away,L,0,2,Bayern Munich,0.5,2.0,32.0,75000.0,Maximilian Arnold,4-5-1,4-2-3-1,Harm Osmers,Match Report,,Wolfsburg
2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Home,D,0,0,Schalke 04,1.3,1.1,71.0,26959.0,Maximilian Arnold,4-2-3-1,4-3-3,Felix Zwayer,Match Report,,Wolfsburg
2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Away,L,0,2,RB Leipzig,0.5,3.5,57.0,41243.0,Maximilian Arnold,4-2-3-1,3-4-1-2,Bastian Dankert,Match Report,,Wolfsburg
2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Home,L,2,4,Köln,1.0,2.7,51.0,25654.0,Maximilian Arnold,3-4-1-2,4-2-3-1,Matthias Jöllenbeck,Match Report,,Wolfsburg
2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Away,W,1,0,Eint Frankfurt,1.0,0.7,38.0,49000.0,Maximilian Arnold,4-3-3,4-2-3-1,Tobias Reichel,Match Report,,Wolfsburg
2022-09-18,15:30,Bundesliga,Matchweek 7,Sun,Away,L,0,2,Union Berlin,0.3,1.4,52.0,22012.0,Maximilian Arnold,4-2-2-2,3-5-2,Robert Schröder,Match Report,,Wolfsburg
2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Home,W,3,2,Stuttgart,2.0,1.5,57.0,24125.0,Maximilian Arnold,4-1-4-1,4-3-3,Felix Zwayer,Match Report,,Wolfsburg
2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Away,D,1,1,Augsburg,1.8,2.0,51.0,26220.0,Maximilian Arnold,4-5-1,4-1-3-2,Daniel Siebert,Match Report,,Wolfsburg
2022-10-15,15:30,Bundesliga,Matchweek 10,Sat,Home,D,2,2,Gladbach,1.8,0.8,54.0,26701.0,Maximilian Arnold,4-5-1,4-2-3-1,Benjamin Cortus,Match Report,,Wolfsburg
2022-10-18,20:45,DFB-Pokal,Round of 32,Tue,Away,W,2,1,Braunschweig,,,61.0,22000.0,Maximilian Arnold,4-3-3,5-3-2,Daniel Schlager,Match Report,,Wolfsburg
2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Away,D,2,2,Leverkusen,1.2,2.2,43.0,26294.0,Maximilian Arnold,4-1-4-1,3-4-3,Felix Brych,Match Report,,Wolfsburg
2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Home,W,4,0,Bochum,2.0,0.5,52.0,24037.0,Maximilian Arnold,4-1-4-1,4-2-3-1,Robert Hartmann,Match Report,,Wolfsburg
2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Away,W,3,0,Mainz 05,0.6,1.0,44.0,26750.0,Maximilian Arnold,4-5-1,3-4-3,Daniel Siebert,Match Report,,Wolfsburg
2022-11-08,18:30,Bundesliga,Matchweek 14,Tue,Home,W,2,0,Dortmund,2.4,1.6,37.0,28675.0,Maximilian Arnold,4-5-1,4-2-3-1,Christian Dingert,Match Report,,Wolfsburg
2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Away,W,2,1,Hoffenheim,0.7,1.4,40.0,18014.0,Maximilian Arnold,4-5-1,3-4-1-2,Daniel Schlager,Match Report,,Wolfsburg
2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Home,W,6,0,Freiburg,2.7,0.7,53.0,25849.0,Maximilian Arnold,4-3-3,4-2-3-1,Felix Zwayer,Match Report,,Wolfsburg
2023-01-24,20:30,Bundesliga,Matchweek 17,Tue,Away,W,5,0,Hertha BSC,3.1,0.4,58.0,29483.0,Maximilian Arnold,4-3-3,4-2-3-1,Tobias Reichel,Match Report,,Wolfsburg
2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Away,L,1,2,Werder Bremen,0.7,2.2,57.0,41000.0,Maximilian Arnold,4-5-1,3-1-4-2,Daniel Siebert,Match Report,,Wolfsburg
2023-01-31,20:45,DFB-Pokal,Round of 16,Tue,Away,L,1,2,Union Berlin,,,54.0,22012.0,Maximilian Arnold,3-1-4-2,3-5-2,Sascha Stegemann,Match Report,,Wolfsburg
2023-02-05,17:30,Bundesliga,Matchweek 19,Sun,Home,L,2,4,Bayern Munich,2.2,0.5,52.0,30000.0,Maximilian Arnold,3-5-2,4-2-3-1,Harm Osmers,Match Report,,Wolfsburg
2023-02-10,20:30,Bundesliga,Matchweek 20,Fri,Away,D,0,0,Schalke 04,1.3,1.3,47.0,60836.0,Maximilian Arnold,4-2-3-1,4-2-3-1,Benjamin Brand,Match Report,,Wolfsburg
2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Home,L,0,3,RB Leipzig,0.2,3.0,43.0,24831.0,Maximilian Arnold,4-2-3-1,4-2-3-1,Deniz Aytekin,Match Report,,Wolfsburg
2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Away,W,2,0,Köln,1.0,1.2,43.0,49300.0,Maximilian Arnold,4-3-3,4-4-2,Frank Willenborg,Match Report,,Wolfsburg
2023-03-05,17:30,Bundesliga,Matchweek 23,Sun,Home,D,2,2,Eint Frankfurt,1.9,0.6,52.0,27853.0,Maximilian Arnold,4-3-3,3-4-3,Daniel Schlager,Match Report,,Wolfsburg
2023-03-12,19:30,Bundesliga,Matchweek 24,Sun,Home,D,1,1,Union Berlin,1.7,1.3,58.0,23554.0,Koen Casteels,4-3-3,3-4-3,Robert Schröder,Match Report,,Wolfsburg
2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Away,W,1,0,Stuttgart,0.6,0.5,43.0,44900.0,Maximilian Arnold,4-2-3-1,4-3-3,Felix Brych,Match Report,,Wolfsburg
2023-04-01,15:30,Bundesliga,Matchweek 26,Sat,Home,D,2,2,Augsburg,3.5,0.6,68.0,22107.0,Maximilian Arnold,4-3-3,4-4-2,Martin Petersen,Match Report,,Wolfsburg
2023-04-09,15:30,Bundesliga,Matchweek 27,Sun,Away,L,0,2,Gladbach,1.5,1.6,56.0,51127.0,Maximilian Arnold,4-3-3,4-2-3-1,Timo Gerach,Match Report,,Wolfsburg
2023-04-16,19:30,Bundesliga,Matchweek 28,Sun,Home,D,0,0,Leverkusen,0.9,1.2,43.0,20137.0,Koen Casteels,5-3-2,3-4-3,Sascha Stegemann,Match Report,,Wolfsburg
2023-04-22,15:30,Bundesliga,Matchweek 29,Sat,Away,W,5,1,Bochum,3.6,2.6,45.0,24834.0,Maximilian Arnold,4-3-3,4-2-3-1,Felix Brych,Match Report,,Wolfsburg
2023-04-30,17:30,Bundesliga,Matchweek 30,Sun,Home,W,3,0,Mainz 05,1.9,1.7,51.0,23817.0,Maximilian Arnold,3-4-3,3-4-3,Daniel Siebert,Match Report,,Wolfsburg
2023-05-07,17:30,Bundesliga,Matchweek 31,Sun,Away,L,0,6,Dortmund,1.2,4.2,43.0,81365.0,Maximilian Arnold,3-1-4-2,4-3-3,Marco Fritz,Match Report,,Wolfsburg
2023-05-13,15:30,Bundesliga,Matchweek 32,Sat,Home,W,2,1,Hoffenheim,1.1,1.0,46.0,22617.0,Maximilian Arnold,3-1-4-2,3-5-2,Tobias Stieler,Match Report,,Wolfsburg
2023-05-19,20:30,Bundesliga,Matchweek 33,Fri,Away,L,0,2,Freiburg,0.7,1.3,57.0,33300.0,Maximilian Arnold,3-1-4-2,3-4-3,Bastian Dankert,Match Report,,Wolfsburg
2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Home,L,1,2,Hertha BSC,3.4,2.1,64.0,26775.0,Josuha Guilavogui,3-5-2,4-2-3-1,Benjamin Cortus,Match Report,,Wolfsburg
2021-08-08,15:30,DFB-Pokal,Round of 64,Sun,Away,L,0,2,Preußen Münster,,,67.0,6703.0,Koen Casteels,4-2-3-1,4-5-1,Christian Dingert,Match Report,Match awarded to Preußen Münster; Required Extra Time,Wolfsburg
2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Home,W,1,0,Bochum,2.0,0.4,60.0,8536.0,Koen Casteels,4-2-3-1,4-3-3,Frank Willenborg,Match Report,,Wolfsburg
2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Away,W,2,1,Hertha BSC,1.0,1.2,59.0,18241.0,Koen Casteels,4-2-3-1,4-2-3-1,Matthias Jöllenbeck,Match Report,,Wolfsburg
2021-08-29,17:30,Bundesliga,Matchweek 3,Sun,Home,W,1,0,RB Leipzig,0.8,1.1,48.0,12058.0,Koen Casteels,4-2-3-1,4-2-3-1,Tobias Stieler,Match Report,,Wolfsburg
2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Away,W,2,0,Greuther Fürth,1.4,0.3,70.0,9000.0,Koen Casteels,4-2-3-1,4-4-2,Robert Hartmann,Match Report,,Wolfsburg
2021-09-14,21:00,Champions Lg,Group stage,Tue,Away,D,0,0,fr Lille,0.1,1.6,46.0,34314.0,Koen Casteels,4-2-3-1,4-4-2,Danny Makkelie,Match Report,,Wolfsburg
2021-09-19,19:30,Bundesliga,Matchweek 5,Sun,Home,D,1,1,Eint Frankfurt,1.2,0.3,60.0,9266.0,Koen Casteels,4-2-3-1,4-2-3-1,Felix Zwayer,Match Report,,Wolfsburg
2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Away,L,1,3,Hoffenheim,0.6,1.5,50.0,8523.0,Koen Casteels,4-2-3-1,4-2-2-2,Daniel Siebert,Match Report,,Wolfsburg
2021-09-29,21:00,Champions Lg,Group stage,Wed,Home,D,1,1,es Sevilla,1.2,1.1,31.0,11733.0,Koen Casteels,4-2-3-1,4-2-3-1,Georgi Kabakov,Match Report,,Wolfsburg
2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Home,L,1,3,Gladbach,1.3,3.3,52.0,12845.0,Koen Casteels,4-2-3-1,3-5-2,Frank Willenborg,Match Report,,Wolfsburg
2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Away,L,0,2,Union Berlin,1.5,0.9,61.0,11000.0,Koen Casteels,4-2-3-1,3-5-2,Sascha Stegemann,Match Report,,Wolfsburg
2021-10-20,18:45,Champions Lg,Group stage,Wed,Away,L,1,3,at RB Salzburg,0.9,2.7,46.0,29520.0,Koen Casteels,4-2-3-1,4-1-2-1-2,Daniele Orsato,Match Report,,Wolfsburg
2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Home,L,0,2,Freiburg,1.3,1.5,56.0,10251.0,Koen Casteels,4-3-3,3-4-3,Tobias Welz,Match Report,,Wolfsburg
2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Away,W,2,0,Leverkusen,1.8,1.5,35.0,20132.0,Koen Casteels,3-4-3,3-4-3,Deniz Aytekin,Match Report,,Wolfsburg
2021-11-02,18:45,Champions Lg,Group stage,Tue,Home,W,2,1,at RB Salzburg,1.7,1.6,42.0,16112.0,Koen Casteels,3-4-3,4-1-2-1-2,Artur Dias,Match Report,,Wolfsburg
2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Home,W,1,0,Augsburg,0.5,0.7,62.0,16095.0,Koen Casteels,3-4-3,4-4-1-1,Marco Fritz,Match Report,,Wolfsburg
2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Away,D,2,2,Arminia,1.9,1.3,63.0,19801.0,Koen Casteels,3-4-3,4-2-3-1,Martin Petersen,Match Report,,Wolfsburg
2021-11-23,21:00,Champions Lg,Group stage,Tue,Away,L,0,2,es Sevilla,0.3,1.6,38.0,28663.0,Maximilian Arnold,4-3-3,4-3-3,Cüneyt Çakιr,Match Report,,Wolfsburg
2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Home,L,1,3,Dortmund,1.9,2.3,42.0,13281.0,Maximilian Arnold,3-4-3,4-2-3-1,Sven Jablonski,Match Report,,Wolfsburg
2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,L,0,3,Mainz 05,0.7,1.2,58.0,10000.0,Maximilian Arnold,3-4-3,3-5-2,Florian Badstübner,Match Report,,Wolfsburg
2021-12-08,21:00,Champions Lg,Group stage,Wed,Home,L,1,3,fr Lille,0.7,2.5,56.0,6544.0,Koen Casteels,4-2-3-1,4-4-2,Daniele Orsato,Match Report,,Wolfsburg
2021-12-11,18:30,Bundesliga,Matchweek 15,Sat,Home,L,0,2,Stuttgart,1.5,1.2,53.0,5000.0,Koen Casteels,4-2-3-1,3-4-3,Sascha Stegemann,Match Report,,Wolfsburg
2021-12-14,20:30,Bundesliga,Matchweek 16,Tue,Home,L,2,3,Köln,2.4,3.1,39.0,5000.0,Koen Casteels,4-2-3-1,4-1-3-2,Robert Hartmann,Match Report,,Wolfsburg
2021-12-17,20:30,Bundesliga,Matchweek 17,Fri,Away,L,0,4,Bayern Munich,1.0,3.6,37.0,,Koen Casteels,3-4-3,4-2-3-1,Tobias Welz,Match Report,,Wolfsburg
2022-01-09,17:30,Bundesliga,Matchweek 18,Sun,Away,L,0,1,Bochum,0.4,0.9,50.0,,Koen Casteels,3-4-3,4-3-3,Daniel Schlager,Match Report,,Wolfsburg
2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Home,D,0,0,Hertha BSC,1.7,0.3,48.0,500.0,Koen Casteels,3-4-3,4-4-2,Robert Hartmann,Match Report,,Wolfsburg
2022-01-23,15:30,Bundesliga,Matchweek 20,Sun,Away,L,0,2,RB Leipzig,0.8,1.5,47.0,1000.0,Koen Casteels,3-4-3,3-4-3,Daniel Siebert,Match Report,,Wolfsburg
2022-02-06,17:30,Bundesliga,Matchweek 21,Sun,Home,W,4,1,Greuther Fürth,2.4,1.1,56.0,500.0,Koen Casteels,3-4-3,4-3-3,Martin Petersen,Match Report,,Wolfsburg
2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Away,W,2,0,Eint Frankfurt,1.5,1.0,39.0,10000.0,Koen Casteels,3-4-3,3-4-3,Frank Willenborg,Match Report,,Wolfsburg
2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Home,L,1,2,Hoffenheim,1.5,1.5,55.0,7145.0,Koen Casteels,3-4-3,3-5-1-1,Felix Zwayer,Match Report,,Wolfsburg
2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Away,D,2,2,Gladbach,1.4,2.4,34.0,10000.0,Koen Casteels,3-4-3,3-4-3,Tobias Reichel,Match Report,,Wolfsburg
2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Home,W,1,0,Union Berlin,0.5,1.2,46.0,15703.0,Koen Casteels,4-1-2-1-2◆,3-5-2,Patrick Ittrich,Match Report,,Wolfsburg
2022-03-12,15:30,Bundesliga,Matchweek 26,Sat,Away,L,2,3,Freiburg,1.3,1.3,58.0,25000.0,Maximilian Arnold,3-4-3,3-4-3,Martin Petersen,Match Report,,Wolfsburg
2022-03-20,17:30,Bundesliga,Matchweek 27,Sun,Home,L,0,2,Leverkusen,1.1,1.0,50.0,16554.0,Maximilian Arnold,3-4-3,3-4-1-2,Felix Brych,Match Report,,Wolfsburg
2022-04-03,15:30,Bundesliga,Matchweek 28,Sun,Away,L,0,3,Augsburg,1.1,1.6,61.0,23143.0,Maximilian Arnold,3-4-3,3-4-3,Sascha Stegemann,Match Report,,Wolfsburg
2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Home,W,4,0,Arminia,2.0,0.4,53.0,22512.0,Koen Casteels,3-4-3,4-2-3-1,Benjamin Brand,Match Report,,Wolfsburg
2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Away,L,1,6,Dortmund,1.5,3.0,40.0,79200.0,Koen Casteels,3-4-3,3-4-3,Robert Schröder,Match Report,,Wolfsburg
2022-04-22,20:30,Bundesliga,Matchweek 31,Fri,Home,W,5,0,Mainz 05,3.7,0.7,60.0,19055.0,Koen Casteels,4-3-3,3-5-2,Harm Osmers,Match Report,,Wolfsburg
2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Away,D,1,1,Stuttgart,1.4,0.8,43.0,55000.0,Koen Casteels,4-3-3,3-4-3,Sven Jablonski,Match Report,,Wolfsburg
2022-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,W,1,0,Köln,1.1,1.2,39.0,50000.0,Maximilian Arnold,4-4-2,4-1-2-1-2,Tobias Stieler,Match Report,,Wolfsburg
2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,D,2,2,Bayern Munich,1.5,2.1,33.0,30000.0,Koen Casteels,4-4-2,3-2-4-1,Robert Hartmann,Match Report,,Wolfsburg
2020-09-12,15:30,DFB-Pokal,First round,Sat,Away,W,4,1,Union Fürstenwalde,,,64.0,,Josuha Guilavogui,4-2-3-1,4-4-2,Robert Schröder,Match Report,,Wolfsburg
2020-09-17,20:00,Europa Lg,Second qualifying round,Thu,Away,W,4,0,al Kukësi,,,,,Josuha Guilavogui,4-3-3,4-2-3-1,Duje Strukan,Match Report,,Wolfsburg
2020-09-20,18:00,Bundesliga,Matchweek 1,Sun,Home,D,0,0,Leverkusen,0.9,0.5,41.0,,Koen Casteels,4-3-3,4-1-4-1,Sven Jablonski,Match Report,,Wolfsburg
2020-09-24,20:15,Europa Lg,Third qualifying round,Thu,Home,W,2,0,ua Desna Chernihiv,,,,,Josuha Guilavogui,4-2-3-1,4-2-3-1,Lawrence Visser,Match Report,,Wolfsburg
2020-09-27,18:00,Bundesliga,Matchweek 2,Sun,Away,D,1,1,Freiburg,0.5,1.3,47.0,3200.0,Josuha Guilavogui,4-2-3-1,4-2-2-2,Sören Storks,Match Report,,Wolfsburg
2020-10-01,21:45,Europa Lg,Play-off round,Thu,Away,L,1,2,gr AEK Athens,,,60.0,,Josuha Guilavogui,4-2-3-1,4-1-4-1,Artur Soares Dias,Match Report,,Wolfsburg
2020-10-04,15:30,Bundesliga,Matchweek 3,Sun,Home,D,0,0,Augsburg,1.0,1.2,64.0,4632.0,Josuha Guilavogui,4-3-3,4-4-2,Felix Zwayer,Match Report,,Wolfsburg
2020-10-17,20:30,Bundesliga,Matchweek 4,Sat,Away,D,1,1,Gladbach,1.4,1.9,53.0,300.0,Josuha Guilavogui,4-3-3,4-2-3-1,Daniel Schlager,Match Report,,Wolfsburg
2020-10-25,15:30,Bundesliga,Matchweek 5,Sun,Home,W,2,1,Arminia,2.2,0.5,48.0,4519.0,Josuha Guilavogui,4-1-4-1,4-2-3-1,Manuel Gräfe,Match Report,,Wolfsburg
2020-11-01,18:00,Bundesliga,Matchweek 6,Sun,Away,D,1,1,Hertha BSC,0.6,1.2,47.0,,Koen Casteels,4-2-3-1,4-2-3-1,Martin Petersen,Match Report,,Wolfsburg
2020-11-08,15:30,Bundesliga,Matchweek 7,Sun,Home,W,2,1,Hoffenheim,1.9,2.8,46.0,,Koen Casteels,4-2-3-1,3-1-4-2,Sven Jablonski,Match Report,,Wolfsburg
2020-11-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,2,0,Schalke 04,2.5,1.1,57.0,,Koen Casteels,4-2-3-1,3-1-4-2,Marco Fritz,Match Report,,Wolfsburg
2020-11-27,20:30,Bundesliga,Matchweek 9,Fri,Home,W,5,3,Werder Bremen,1.5,1.0,61.0,,Koen Casteels,4-2-3-1,3-4-3,Christian Dingert,Match Report,,Wolfsburg
2020-12-05,15:30,Bundesliga,Matchweek 10,Sat,Away,D,2,2,Köln,1.9,1.1,59.0,,Koen Casteels,4-2-3-1,3-1-4-2,Sven Jablonski,Match Report,,Wolfsburg
2020-12-11,20:30,Bundesliga,Matchweek 11,Fri,Home,W,2,1,Eint Frankfurt,2.9,1.5,54.0,,Koen Casteels,4-2-3-1,3-1-4-2,Markus Schmidt,Match Report,,Wolfsburg
2020-12-16,20:30,Bundesliga,Matchweek 12,Wed,Away,L,1,2,Bayern Munich,1.0,1.8,41.0,,Koen Casteels,4-2-3-1,4-1-4-1,Marco Fritz,Match Report,,Wolfsburg
2020-12-20,18:00,Bundesliga,Matchweek 13,Sun,Home,W,1,0,Stuttgart,1.4,1.2,48.0,,Koen Casteels,4-2-2-2,4-2-3-1,Florian Badstübner,Match Report,,Wolfsburg
2020-12-23,18:30,DFB-Pokal,Second round,Wed,Home,W,4,0,Sandhausen,,,69.0,,Josuha Guilavogui,4-2-2-2,3-4-1-2,Guido Winkmann,Match Report,,Wolfsburg
2021-01-03,15:30,Bundesliga,Matchweek 14,Sun,Away,L,0,2,Dortmund,2.1,1.8,41.0,,Koen Casteels,4-2-3-1,4-2-3-1,Manuel Gräfe,Match Report,,Wolfsburg
2021-01-09,15:30,Bundesliga,Matchweek 15,Sat,Away,D,2,2,Union Berlin,1.9,1.0,52.0,,Koen Casteels,4-2-3-1,3-5-2,Patrick Ittrich,Match Report,,Wolfsburg
2021-01-16,15:30,Bundesliga,Matchweek 16,Sat,Home,D,2,2,RB Leipzig,0.8,2.4,48.0,,Josuha Guilavogui,4-2-3-1,3-4-3,Tobias Stieler,Match Report,,Wolfsburg
2021-01-19,20:30,Bundesliga,Matchweek 17,Tue,Away,W,2,0,Mainz 05,1.1,0.7,62.0,,Koen Casteels,4-2-3-1,3-5-2,Sören Storks,Match Report,,Wolfsburg
2021-01-23,15:30,Bundesliga,Matchweek 18,Sat,Away,W,1,0,Leverkusen,1.0,1.3,36.0,,Koen Casteels,4-2-3-1,4-3-3,Marco Fritz,Match Report,,Wolfsburg
2021-01-31,18:00,Bundesliga,Matchweek 19,Sun,Home,W,3,0,Freiburg,1.8,1.1,46.0,,Koen Casteels,4-2-3-1,3-4-3,Tobias Reichel,Match Report,,Wolfsburg
2021-02-03,18:30,DFB-Pokal,Round of 16,Wed,Home,W,1,0,Schalke 04,,,52.0,,Koen Casteels,4-2-3-1,4-2-3-1,Felix Zwayer,Match Report,,Wolfsburg
2021-02-06,15:30,Bundesliga,Matchweek 20,Sat,Away,W,2,0,Augsburg,2.1,0.6,54.0,,Koen Casteels,4-2-3-1,4-2-3-1,Robert Hartmann,Match Report,,Wolfsburg
2021-02-14,18:00,Bundesliga,Matchweek 21,Sun,Home,D,0,0,Gladbach,0.9,0.6,55.0,,Koen Casteels,4-2-3-1,4-2-3-1,Tobias Stieler,Match Report,,Wolfsburg
2021-02-19,20:30,Bundesliga,Matchweek 22,Fri,Away,W,3,0,Arminia,1.5,0.6,55.0,,Koen Casteels,4-2-3-1,4-4-1-1,Felix Brych,Match Report,,Wolfsburg
2021-02-27,15:30,Bundesliga,Matchweek 23,Sat,Home,W,2,0,Hertha BSC,0.7,1.1,57.0,,Koen Casteels,4-2-3-1,3-4-1-2,Bastian Dankert,Match Report,,Wolfsburg
2021-03-03,20:45,DFB-Pokal,Quarter-finals,Wed,Away,L,0,2,RB Leipzig,,,44.0,,Koen Casteels,4-2-3-1,4-2-3-1,Marco Fritz,Match Report,,Wolfsburg
2021-03-06,15:30,Bundesliga,Matchweek 24,Sat,Away,L,1,2,Hoffenheim,2.4,1.1,61.0,,Koen Casteels,4-2-3-1,3-4-1-2,Markus Schmidt,Match Report,,Wolfsburg
2021-03-13,15:30,Bundesliga,Matchweek 25,Sat,Home,W,5,0,Schalke 04,1.8,0.2,53.0,,Josuha Guilavogui,4-2-3-1,3-5-2,Sören Storks,Match Report,,Wolfsburg
2021-03-20,15:30,Bundesliga,Matchweek 26,Sat,Away,W,2,1,Werder Bremen,0.9,0.6,49.0,,Koen Casteels,4-2-3-1,3-1-4-2,Robert Schröder,Match Report,,Wolfsburg
2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Home,W,1,0,Köln,0.9,1.3,51.0,,Koen Casteels,4-2-3-1,4-1-4-1,Robert Hartmann,Match Report,,Wolfsburg
2021-04-10,15:30,Bundesliga,Matchweek 28,Sat,Away,L,3,4,Eint Frankfurt,1.2,0.9,55.0,,Koen Casteels,4-2-3-1,3-4-1-2,Marco Fritz,Match Report,,Wolfsburg
2021-04-17,15:30,Bundesliga,Matchweek 29,Sat,Home,L,2,3,Bayern Munich,1.4,1.9,48.0,,Koen Casteels,4-2-3-1,4-2-3-1,Felix Zwayer,Match Report,,Wolfsburg
2021-04-21,20:30,Bundesliga,Matchweek 30,Wed,Away,W,3,1,Stuttgart,1.5,1.9,39.0,,Koen Casteels,4-2-3-1,3-4-3,Felix Brych,Match Report,,Wolfsburg
2021-04-24,15:30,Bundesliga,Matchweek 31,Sat,Home,L,0,2,Dortmund,1.2,1.4,53.0,,Koen Casteels,4-2-3-1,4-2-3-1,Tobias Stieler,Match Report,,Wolfsburg
2021-05-08,15:30,Bundesliga,Matchweek 32,Sat,Home,W,3,0,Union Berlin,1.7,0.7,60.0,,Koen Casteels,4-2-3-1,3-1-4-2,Sven Jablonski,Match Report,,Wolfsburg
2021-05-16,20:30,Bundesliga,Matchweek 33,Sun,Away,D,2,2,RB Leipzig,1.2,2.1,36.0,,Koen Casteels,4-2-3-1,3-5-2,Felix Zwayer,Match Report,,Wolfsburg
2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Home,L,2,3,Mainz 05,1.2,1.9,60.0,,Maximilian Arnold,4-2-3-1,3-1-4-2,Bastian Dankert,Match Report,,Wolfsburg
2019-08-12,18:30,DFB-Pokal,First round,Mon,Away,W,5,3,Hallescher,,,51.0,13500.0,Josuha Guilavogui,3-4-3,3-4-1-2,Markus Schmidt,Match Report,Required Extra Time,Wolfsburg
2019-08-17,15:30,Bundesliga,Matchweek 1,Sat,Home,W,2,1,Köln,1.0,1.2,47.0,25099.0,Josuha Guilavogui,3-4-3,4-2-3-1,Sven Jablonski,Match Report,,Wolfsburg
2019-08-25,18:00,Bundesliga,Matchweek 2,Sun,Away,W,3,0,Hertha BSC,1.3,0.9,44.0,42738.0,Josuha Guilavogui,3-4-3,4-3-3,Guido Winkmann,Match Report,,Wolfsburg
2019-08-31,15:30,Bundesliga,Matchweek 3,Sat,Home,D,1,1,Paderborn 07,1.1,0.5,62.0,23750.0,Josuha Guilavogui,3-4-3,4-4-2,Daniel Schlager,Match Report,,Wolfsburg
2019-09-13,20:30,Bundesliga,Matchweek 4,Fri,Away,D,1,1,Düsseldorf,2.1,0.7,58.0,36758.0,Josuha Guilavogui,3-4-3,4-4-2,Manuel Gräfe,Match Report,,Wolfsburg
2019-09-19,21:00,Europa Lg,Group stage,Thu,Home,W,3,1,ua FC Oleksandriya,1.3,0.7,62.0,10112.0,Josuha Guilavogui,3-4-3,4-3-3,Halis Özkahya,Match Report,,Wolfsburg
2019-09-23,20:30,Bundesliga,Matchweek 5,Mon,Home,D,1,1,Hoffenheim,0.9,0.7,52.0,21120.0,Josuha Guilavogui,3-4-3,4-1-4-1,Benjamin Cortus,Match Report,,Wolfsburg
2019-09-28,15:30,Bundesliga,Matchweek 6,Sat,Away,W,1,0,Mainz 05,0.8,1.3,47.0,24303.0,Josuha Guilavogui,3-4-3,4-3-1-2,Felix Brych,Match Report,,Wolfsburg
2019-10-03,18:55,Europa Lg,Group stage,Thu,Away,D,1,1,fr Saint-Étienne,0.6,0.5,47.0,27000.0,Josuha Guilavogui,3-4-3,4-2-3-1,Craig Pawson,Match Report,,Wolfsburg
2019-10-06,15:30,Bundesliga,Matchweek 7,Sun,Home,W,1,0,Union Berlin,1.8,0.7,52.0,27012.0,Josuha Guilavogui,3-4-3,3-4-3,Bastian Dankert,Match Report,,Wolfsburg
